total_rate,total_distance,total_rpm,min_route,Vehicle Type,Pickup City,Pickup State,Pickup ZIP,Delivery City,Delivery State,Delivery ZIP,Rate,Payment Method,Distance,Veh_qty,Vehicle Info,Vehicle Condition,Trailer Type,Pick-Up Date,Order ID,Additional Info,Company Name,Phone,Email,Rating,Pickup metro area,Delivery metro area,P_lat,P_lon,D_lat,D_lon,Time,RPM,Vehicle Type-2,Pickup City-2,Pickup State-2,Pickup ZIP-2,Delivery City-2,Delivery State-2,Delivery ZIP-2,Rate-2,Payment Method-2,Distance-2,Veh_qty-2,Vehicle Info-2,Vehicle Condition-2,Trailer Type-2,Pick-Up Date-2,Order ID-2,Additional Info-2,Company Name-2,Phone-2,Email-2,Rating-2,Pickup metro area-2,Delivery metro area-2,P_lat-2,P_lon-2,D_lat-2,D_lon-2,Time-2,RPM-2
14375.0,2156.545171898452,6.665754182809621,0.0,MOTORCYCLE,Columbus,OH,43207,Moravia,IA,52571,375.0,COD/COP,599.0,1.0,2009 harley-davidson ultra glide,Runs,OPEN,2023-02-13,11327993,Not specified,"ShipYourCarNow, LLC",(917) 933-5723,cdfdtest@shipyourcarnow.com,99.7,Columbus,Not specified,39.89075,-82.956005,40.888165,-92.858039,02_14_2023_14_00,0.63,CAR,Hamilton,OH,45011,Phoenix,AZ,85054,14000.0,FIVE_BUSINESS_DAYS,1857.0,1.0,2018 porsche 911,Runs,ENCLOSED,2023-02-16,Not specified,Not specified,Porsche North Scottsdale,(480) 538-3831,dzoloto@penskeautomotive.com,94.4,Cincinnati - Middletown,Phoenix - Mesa - Glendale,39.426896,-84.497486,33.683424,-111.95136,02_14_2023_14_00,7.54
14600.0,2250.6503200174934,6.487013939991584,0.0,MOTORCYCLE,columbus,OH,43207,olive branch,MS,38654,600.0,COD/COP,596.0,1.0,2014 kawasaki zx14,Runs,OPEN,2023-02-15,30539926-sf,call 610 871 2000 its just motorcycle,SAFE AUTO TRUCKING LLC,(610) 871-7777,safeautotruckingcd@gmail.com,100.0,Columbus,Memphis,39.89075,-82.956005,34.911047,-89.81274,02_14_2023_14_00,1.01,CAR,Hamilton,OH,45011,Phoenix,AZ,85054,14000.0,FIVE_BUSINESS_DAYS,1857.0,1.0,2018 porsche 911,Runs,ENCLOSED,2023-02-16,Not specified,Not specified,Porsche North Scottsdale,(480) 538-3831,dzoloto@penskeautomotive.com,94.4,Cincinnati - Middletown,Phoenix - Mesa - Glendale,39.426896,-84.497486,33.683424,-111.95136,02_14_2023_14_00,7.54
14600.0,3536.7983768776626,4.128027228085615,0.0,MOTORCYCLE,Nashville,IN,47448,Bridgeport,CT,6610,600.0,COD/COP,823.0,1.0,2011 harley davidson road king,Runs,ENCLOSED,2023-02-14,11362306,"For dispatch, call or text Jared @ 850-445-5960",Exclusive Auto Shipping LLC,(850) 564-7667,jared@exclusiveautoshipping.com,100.0,Indianapolis - Carmel,Bridgeport - Stamford - Norwalk,39.180302,-86.22801,41.206456,-73.171486,02_14_2023_14_00,0.73,CAR,Hamilton,OH,45011,Phoenix,AZ,85054,14000.0,FIVE_BUSINESS_DAYS,1857.0,1.0,2018 porsche 911,Runs,ENCLOSED,2023-02-16,Not specified,Not specified,Porsche North Scottsdale,(480) 538-3831,dzoloto@penskeautomotive.com,94.4,Cincinnati - Middletown,Phoenix - Mesa - Glendale,39.426896,-84.497486,33.683424,-111.95136,02_14_2023_14_00,7.54
14750.0,2119.780952995071,6.958266126110577,3.0,MOTORCYCLE,rolling meadows,IL,60008,phoenix,AZ,85023,750.0,COD/COP,1793.0,1.0,2019 harley-davidson flstci heritage softail classic,Runs,ENCLOSED,2023-02-13,30540005-uf,610 756-7379 asap,United Freeway Transportation LLC,(610) 756-7472,uftransportation2021@gmail.com,99.9,Chicago - Naperville - Joliet,Phoenix - Mesa - Glendale,42.076153,-88.027941,33.631186,-112.093201,02_14_2023_14_00,0.42,CAR,Hamilton,OH,45011,Phoenix,AZ,85054,14000.0,FIVE_BUSINESS_DAYS,1857.0,1.0,2018 porsche 911,Runs,ENCLOSED,2023-02-16,Not specified,Not specified,Porsche North Scottsdale,(480) 538-3831,dzoloto@penskeautomotive.com,94.4,Cincinnati - Middletown,Phoenix - Mesa - Glendale,39.426896,-84.497486,33.683424,-111.95136,02_14_2023_14_00,7.54
3750.0,2307.541211247368,1.6251064040467966,2.0,MOTORCYCLE,rolling meadows,IL,60008,phoenix,AZ,85023,750.0,COD/COP,1793.0,1.0,2019 harley-davidson flstci heritage softail classic,Runs,ENCLOSED,2023-02-13,30540005-uf,610 756-7379 asap,United Freeway Transportation LLC,(610) 756-7472,uftransportation2021@gmail.com,99.9,Chicago - Naperville - Joliet,Phoenix - Mesa - Glendale,42.076153,-88.027941,33.631186,-112.093201,02_14_2023_14_00,0.42,CAR,Downers Grove,IL,60515,Beverly Hills,CA,90211,3000.0,FIFTEEN_BUSINESS_DAYS,2007.0,1.0,2022 lamborghini countach,Runs,ENCLOSED,2023-02-14,11376443,Not specified,We Will Transport It Corp,(305) 517-3889,william@wewilltransportit.com,99.7,Chicago - Naperville - Joliet,Los Angeles - Long Beach - Anaheim,41.810973,-88.029863,34.064588,-118.381369,02_14_2023_14_00,1.49
14450.0,3176.8217350177674,4.548571246765026,0.0,MOTORCYCLE,Champaign,IL,61820,Savannah,GA,31401,450.0,COD/COP,873.0,1.0,2018 honda metropolitan scooter,Runs,OPEN,2023-02-14,SM-000399,Book on super-lb.com/PJjXEv,Loadmaster Group  Inc,(740) 400-0044,dispatch@loadmg.com,100.0,Champaign - Urbana,Savannah,40.113273,-88.241658,32.075798,-81.075624,02_14_2023_14_00,0.52,CAR,Hamilton,OH,45011,Phoenix,AZ,85054,14000.0,FIVE_BUSINESS_DAYS,1857.0,1.0,2018 porsche 911,Runs,ENCLOSED,2023-02-16,Not specified,Not specified,Porsche North Scottsdale,(480) 538-3831,dzoloto@penskeautomotive.com,94.4,Cincinnati - Middletown,Phoenix - Mesa - Glendale,39.426896,-84.497486,33.683424,-111.95136,02_14_2023_14_00,7.54
14875.0,3084.121393805616,4.823091603941428,2.0,MOTORCYCLE,lake villa,IL,60046,harlingen,TX,78552,875.0,TWO_BUSINESS_DAYS,1462.0,1.0,2009 harley-davidson fxstb softail night train,Runs,ENCLOSED,2023-02-14,29316255-k,tinyurl.com/2mxt2r49,TCI Logistics Inc,(312) 224-8620,kalotranscargo@gmail.com,100.0,Chicago - Naperville - Joliet,Brownsville - Harlingen,42.404356,-88.063129,26.188764,-97.767779,02_14_2023_14_00,0.6,CAR,Hamilton,OH,45011,Phoenix,AZ,85054,14000.0,FIVE_BUSINESS_DAYS,1857.0,1.0,2018 porsche 911,Runs,ENCLOSED,2023-02-16,Not specified,Not specified,Porsche North Scottsdale,(480) 538-3831,dzoloto@penskeautomotive.com,94.4,Cincinnati - Middletown,Phoenix - Mesa - Glendale,39.426896,-84.497486,33.683424,-111.95136,02_14_2023_14_00,7.54
14500.0,3718.4705194722583,3.899452725003156,2.0,MOTORCYCLE,zanesville,OH,43701,pompano beach,FL,33060,500.0,COD/COP,1123.0,1.0,2015 harley davidson street glide,Runs,OPEN,2023-02-08,30690152-bw,asap call or text at 929 487-0994,Brookwide Inc,(929) 592-3070,autodispatch@brookwide.com,99.9,Not specified,Miami - Fort Lauderdale - Pompano Beach,39.962926,-81.988471,26.233581,-80.119022,02_14_2023_14_00,0.45,CAR,Hamilton,OH,45011,Phoenix,AZ,85054,14000.0,FIVE_BUSINESS_DAYS,1857.0,1.0,2018 porsche 911,Runs,ENCLOSED,2023-02-16,Not specified,Not specified,Porsche North Scottsdale,(480) 538-3831,dzoloto@penskeautomotive.com,94.4,Cincinnati - Middletown,Phoenix - Mesa - Glendale,39.426896,-84.497486,33.683424,-111.95136,02_14_2023_14_00,7.54
14350.0,2305.284001735039,6.224829560782827,0.0,MOTORCYCLE,Cleveland,OH,44125,Cincinnati,OH,45211,350.0,TEN_BUSINESS_DAYS,246.0,1.0,2012 yamaha v star 1300,Runs,ENCLOSED,2023-02-06,10919897,Not specified,"ShipYourCarNow, LLC",(917) 933-5723,cdfdtest@shipyourcarnow.com,99.7,Cleveland - Elyria - Mentor,Cincinnati - Middletown,41.399407,-81.633004,39.158378,-84.597748,02_14_2023_14_00,1.42,CAR,Hamilton,OH,45011,Phoenix,AZ,85054,14000.0,FIVE_BUSINESS_DAYS,1857.0,1.0,2018 porsche 911,Runs,ENCLOSED,2023-02-16,Not specified,Not specified,Porsche North Scottsdale,(480) 538-3831,dzoloto@penskeautomotive.com,94.4,Cincinnati - Middletown,Phoenix - Mesa - Glendale,39.426896,-84.497486,33.683424,-111.95136,02_14_2023_14_00,7.54
14700.0,2576.934004567956,5.704453421757138,0.0,MOTORCYCLE,Mount Pleasant,WI,53126,Columbia,TN,38401,700.0,COD/COP,625.0,1.0,1949 harley deluxe antique bike must have experience,Runs,ENCLOSED,2023-02-14,71861,antique bike must have experience,"Tru Auto Transport, Inc.",(561) 221-5700,kimtransportcars@gmail.com,99.8,Racine,Nashville-Davidson - Murfreesboro - Franklin,42.79102,-87.995284,35.656897,-86.978122,02_14_2023_14_00,1.12,CAR,Hamilton,OH,45011,Phoenix,AZ,85054,14000.0,FIVE_BUSINESS_DAYS,1857.0,1.0,2018 porsche 911,Runs,ENCLOSED,2023-02-16,Not specified,Not specified,Porsche North Scottsdale,(480) 538-3831,dzoloto@penskeautomotive.com,94.4,Cincinnati - Middletown,Phoenix - Mesa - Glendale,39.426896,-84.497486,33.683424,-111.95136,02_14_2023_14_00,7.54
2300.0,1327.864602581191,1.73210430907572,2.0,MOTORCYCLE,charleston,IL,61920,commerce city,CO,80022,500.0,COD/COP,982.0,1.0,2021 benelli 135tnt,Inop,OPEN,2023-02-20,30474547-nt,call or text 929 254-3257,Neptune Auto Transport LLC,(929) 758-1002,neptuneautotransportllc@gmail.com,99.4,Not specified,Denver - Aurora,39.513498,-88.161754,39.87814,-104.776065,02_14_2023_14_00,0.51,CAR,Indianapolis,IN,46236,Denver,CO,80219,1800.0,FIVE_BUSINESS_DAYS,1106.0,1.0,1966 pontiac gto,Inop,ENCLOSED,2023-02-15,602326606A,Not specified,Global Sales Force Group Inc,(213) 423-5327,autodispatch@ultimatemovers.net,99.8,Indianapolis - Carmel,Denver - Aurora,39.88581,-85.973834,39.696254,-105.034428,02_14_2023_14_00,1.63
14500.0,2085.858533307188,6.9515740250178135,2.0,MOTORCYCLE,charleston,IL,61920,commerce city,CO,80022,500.0,COD/COP,982.0,1.0,2021 benelli 135tnt,Inop,OPEN,2023-02-20,30474547-nt,call or text 929 254-3257,Neptune Auto Transport LLC,(929) 758-1002,neptuneautotransportllc@gmail.com,99.4,Not specified,Denver - Aurora,39.513498,-88.161754,39.87814,-104.776065,02_14_2023_14_00,0.51,CAR,Hamilton,OH,45011,Phoenix,AZ,85054,14000.0,FIVE_BUSINESS_DAYS,1857.0,1.0,2018 porsche 911,Runs,ENCLOSED,2023-02-16,Not specified,Not specified,Porsche North Scottsdale,(480) 538-3831,dzoloto@penskeautomotive.com,94.4,Cincinnati - Middletown,Phoenix - Mesa - Glendale,39.426896,-84.497486,33.683424,-111.95136,02_14_2023_14_00,7.54
14600.0,2579.5947592203647,5.659803714445668,0.0,MOTORCYCLE,Aurora,OH,44202,Harker Heights,TX,76548,600.0,COD/COP,1330.0,1.0,2018 aprilia rsv4,Runs,ENCLOSED,2023-02-14,rsv4,Not specified,Boss Auto Transport,(561) 713-0381,abadiotakis@att.net,100.0,Akron,Killeen - Temple - Fort Hood,41.316488,-81.343332,31.05346,-97.639733,02_14_2023_14_00,0.45,CAR,Hamilton,OH,45011,Phoenix,AZ,85054,14000.0,FIVE_BUSINESS_DAYS,1857.0,1.0,2018 porsche 911,Runs,ENCLOSED,2023-02-16,Not specified,Not specified,Porsche North Scottsdale,(480) 538-3831,dzoloto@penskeautomotive.com,94.4,Cincinnati - Middletown,Phoenix - Mesa - Glendale,39.426896,-84.497486,33.683424,-111.95136,02_14_2023_14_00,7.54
14450.0,3260.31354057332,4.4320890675621945,0.0,MOTORCYCLE,willoughby,OH,44094,north charleston,SC,29405,450.0,IMMEDIATELY,723.0,1.0,1988 harley davidson spinger,Runs,OPEN,2023-02-14,DB1486,Not specified,DB Auto Relocation Service,(520) 591-5305,dbdrivernetwork@gmail.com,100.0,Cleveland - Elyria - Mentor,Charleston - North Charleston,41.638178,-81.37721,32.85048,-79.982005,02_14_2023_14_00,0.62,CAR,Hamilton,OH,45011,Phoenix,AZ,85054,14000.0,FIVE_BUSINESS_DAYS,1857.0,1.0,2018 porsche 911,Runs,ENCLOSED,2023-02-16,Not specified,Not specified,Porsche North Scottsdale,(480) 538-3831,dzoloto@penskeautomotive.com,94.4,Cincinnati - Middletown,Phoenix - Mesa - Glendale,39.426896,-84.497486,33.683424,-111.95136,02_14_2023_14_00,7.54
14350.0,3307.32137846329,4.338858658685165,2.0,MOTORCYCLE,Sandusky,MI,48471,Capitol Heights,MD,20743,350.0,FIVE_BUSINESS_DAYS,623.0,1.0,2018 harley-davidson street glide,Runs,ENCLOSED,2023-02-11,WA1038-2,Not specified,Cars Hauler,(844) 777-0105,carshaulerllc@gmail.com,100.0,Not specified,Washington - Arlington - Alexandria,43.430359,-82.868868,38.887153,-76.892477,02_14_2023_14_00,0.56,CAR,Hamilton,OH,45011,Phoenix,AZ,85054,14000.0,FIVE_BUSINESS_DAYS,1857.0,1.0,2018 porsche 911,Runs,ENCLOSED,2023-02-16,Not specified,Not specified,Porsche North Scottsdale,(480) 538-3831,dzoloto@penskeautomotive.com,94.4,Cincinnati - Middletown,Phoenix - Mesa - Glendale,39.426896,-84.497486,33.683424,-111.95136,02_14_2023_14_00,7.54
14420.0,3381.4488694627157,4.264444194387958,0.0,MOTORCYCLE,sandusky,MI,48471,providence forge,VA,23140,420.0,COD/COP,736.0,1.0,2018 harley-davidson ultra classic,Runs,OPEN,2023-02-14,SM-000411,Book on super-lb.com/Q2j59n,Loadmaster Group  Inc,(740) 400-0044,dispatch@loadmg.com,100.0,Not specified,Richmond,43.430359,-82.868868,37.432286,-77.02211,02_14_2023_14_00,0.57,CAR,Hamilton,OH,45011,Phoenix,AZ,85054,14000.0,FIVE_BUSINESS_DAYS,1857.0,1.0,2018 porsche 911,Runs,ENCLOSED,2023-02-16,Not specified,Not specified,Porsche North Scottsdale,(480) 538-3831,dzoloto@penskeautomotive.com,94.4,Cincinnati - Middletown,Phoenix - Mesa - Glendale,39.426896,-84.497486,33.683424,-111.95136,02_14_2023_14_00,7.54
14900.0,2231.0881368275845,6.6783556212111455,3.0,MOTORCYCLE,Milwaukee,WI,53223,Surprise,AZ,85374,900.0,COD/COP,1891.0,1.0,2007 kawasaki zx10r,Runs,OPEN,2023-02-25,10952118,text for quick dispatch at (512) 615-9863,GP Auto Logistics,(512) 503-1654,info@gpautologistics.com,98.5,Milwaukee - Waukesha - West Allis,Phoenix - Mesa - Glendale,43.163245,-87.994068,33.65133,-112.376444,02_14_2023_14_00,0.48,CAR,Hamilton,OH,45011,Phoenix,AZ,85054,14000.0,FIVE_BUSINESS_DAYS,1857.0,1.0,2018 porsche 911,Runs,ENCLOSED,2023-02-16,Not specified,Not specified,Porsche North Scottsdale,(480) 538-3831,dzoloto@penskeautomotive.com,94.4,Cincinnati - Middletown,Phoenix - Mesa - Glendale,39.426896,-84.497486,33.683424,-111.95136,02_14_2023_14_00,7.54
3900.0,2419.3593879568125,1.611996968872662,2.0,MOTORCYCLE,Milwaukee,WI,53223,Surprise,AZ,85374,900.0,COD/COP,1891.0,1.0,2007 kawasaki zx10r,Runs,OPEN,2023-02-25,10952118,text for quick dispatch at (512) 615-9863,GP Auto Logistics,(512) 503-1654,info@gpautologistics.com,98.5,Milwaukee - Waukesha - West Allis,Phoenix - Mesa - Glendale,43.163245,-87.994068,33.65133,-112.376444,02_14_2023_14_00,0.48,CAR,Downers Grove,IL,60515,Beverly Hills,CA,90211,3000.0,FIFTEEN_BUSINESS_DAYS,2007.0,1.0,2022 lamborghini countach,Runs,ENCLOSED,2023-02-14,11376443,Not specified,We Will Transport It Corp,(305) 517-3889,william@wewilltransportit.com,99.7,Chicago - Naperville - Joliet,Los Angeles - Long Beach - Anaheim,41.810973,-88.029863,34.064588,-118.381369,02_14_2023_14_00,1.49
14400.0,3363.57533921126,4.281158751561284,0.0,MOTORCYCLE,Milwaukee,WI,53224,Mc Lean,VA,22102,400.0,IMMEDIATELY,797.0,1.0,2020 2020 harley davidson street glide,Runs,OPEN,2023-02-14,HBT-8754,Call or text (919) 439-9005,HBTransit,(919) 439-9005,dispatch@hbtransit.com,100.0,Milwaukee - Waukesha - West Allis,Washington - Arlington - Alexandria,43.163037,-88.03772,38.959942,-77.224902,02_14_2023_14_00,0.5,CAR,Hamilton,OH,45011,Phoenix,AZ,85054,14000.0,FIVE_BUSINESS_DAYS,1857.0,1.0,2018 porsche 911,Runs,ENCLOSED,2023-02-16,Not specified,Not specified,Porsche North Scottsdale,(480) 538-3831,dzoloto@penskeautomotive.com,94.4,Cincinnati - Middletown,Phoenix - Mesa - Glendale,39.426896,-84.497486,33.683424,-111.95136,02_14_2023_14_00,7.54
14400.0,3029.1558327541075,4.753799670618967,2.0,MOTORCYCLE,Louisville,KY,40272,Jacksonville,FL,32219,400.0,COD/COP,751.0,1.0,2006 honda gl1800,Inop,OPEN,2023-02-14,67857562,For dispatch text/ call 904 900 8127,Import & Export American Auto Parts LLC,(904) 662-9201,americanautopartjax@gmail.com,98.4,Louisville/Jefferson County,Jacksonville,38.067964,-85.865368,30.429535,-81.820625,02_14_2023_14_00,0.53,CAR,Hamilton,OH,45011,Phoenix,AZ,85054,14000.0,FIVE_BUSINESS_DAYS,1857.0,1.0,2018 porsche 911,Runs,ENCLOSED,2023-02-16,Not specified,Not specified,Porsche North Scottsdale,(480) 538-3831,dzoloto@penskeautomotive.com,94.4,Cincinnati - Middletown,Phoenix - Mesa - Glendale,39.426896,-84.497486,33.683424,-111.95136,02_14_2023_14_00,7.54
