Vehicle Type,Pickup City,Pickup State,Pickup ZIP,Delivery City,Delivery State,Delivery ZIP,Rate,Payment Method,Distance,Veh_qty,Vehicle Info,Vehicle Condition,Trailer Type,Pick-Up Date,Order ID,Additional Info,Company Name,Phone,Email,Rating,Pickup metro area,Delivery metro area,P_lat,P_lon,D_lat,D_lon,Time
CAR,Hoquiam,WA,98550,Herkimer,NY,13350,1400,COD/COP,2905,1,1978 cadillac eldorado,Runs,ENCLOSED,2023-02-11,11223678,Pick up ASAP || 4137260905,Quickship LLC,(888) 361-5514,info@quickshipcars.com,98.3,Not specified,Utica - Rome,47.109222,-123.970227,43.082448,-74.965537,02_11_2023_07_58
CAR,issaquah,WA,98027,buffalo grove,IL,60089,1100,COD/COP,2026,1,2020 mercedes-benz cla,Runs,ENCLOSED,2023-02-20,1700736,Not specified,Montway LLC,(224) 220-0003,dispatch@montway.com,100.0,Seattle - Tacoma - Bellevue,Chicago - Naperville - Joliet,47.496383,-121.990901,42.16834,-87.954689,02_11_2023_07_58
CAR,issaquah,WA,98029,herndon,VA,20171,1850,COD/COP,2733,1,2020 mercedes-benz c-class,Runs,ENCLOSED,2023-02-08,30433275-st,felix 3328953600,SAFEEDS TRANSPORT INC,(315) 314-4337,info@safeeds.us,100.0,Seattle - Tacoma - Bellevue,Washington - Arlington - Alexandria,47.559603,-122.02395,38.926604,-77.391188,02_11_2023_07_58
SUV,Kent,WA,98032,Boston,MA,02115,2200,TEN_BUSINESS_DAYS,3053,1,2022 chevrolet tahoe 17.6ft x 6.6ft x 6.3ft cw 5345 lbs,Runs,ENCLOSED,2023-02-10,10856210,REAL Delivery Groton CT 06340,ShipYourCarNow LLC,(917) 933-5723,cdfdtest@shipyourcarnow.com,99.8,Seattle - Tacoma - Bellevue,Boston - Cambridge - Quincy,47.392329,-122.264592,42.342124,-71.096672,02_11_2023_07_58
CAR,kent,WA,98030,virginia beach,VA,23464,1500,COD/COP,3009,1,2022 toyota gr86,Runs,ENCLOSED,2023-02-17,146221,Not specified,SGT Auto Transport,(864) 546-5038,sgtautotransport@gmail.com,99.9,Seattle - Tacoma - Bellevue,Virginia Beach - Norfolk - Newport News,47.362358,-122.19828,36.798671,-76.178112,02_11_2023_07_58
CAR,kent,WA,98032,crosby,ND,58730,1800,FIVE_BUSINESS_DAYS,1117,1,1970 small antique 10 ft long tractor-5ft tall 6000 lbs,Inop,ENCLOSED,2023-02-09,TEXt sam AT 310-437-9588,Not specified,Howden Enterprises,(747) 255-9612,sclusa@hotmail.com,100.0,Seattle - Tacoma - Bellevue,Not specified,47.392329,-122.264592,48.816381,-103.175557,02_11_2023_07_58
SUV,Kirkland,WA,98034,Lewisville,TX,75067,1200,COD/COP,2089,1,2017 mercedes-benz gle350,Runs,ENCLOSED,2023-02-16,7304233,Not specified,American Auto Transport,(954) 278-3873,dispatch@autotransportaat.com,99.8,Seattle - Tacoma - Bellevue,Dallas - Fort Worth - Arlington,47.715193,-122.210637,33.01972,-96.99141,02_11_2023_07_58
CAR,Kirkland,WA,98034,Chelan,WA,98816,550,TWO_BUSINESS_DAYS,165,1,2007 porsche 911,Runs,ENCLOSED,2023-02-10,Not specified,Not specified,Rairdon's Dodge Chrysler Jeep of Kirkland,(425) 655-9370,acway@rairdon.com,100.0,Seattle - Tacoma - Bellevue,Wenatchee,47.715193,-122.210637,47.901204,-120.139618,02_11_2023_07_58
SUV,Liberty Lake,WA,99019,Naples,FL,34114,1850,COD/COP,3046,1,2011 gmc yukon (contract sign),Runs,ENCLOSED,2023-02-11,10782035,ASAP||Ready to Dispatch||Contract sign||Sam||404-835-7301,USA Carship Inc,(404) 835-7997,info@usacarship.com,97.0,Spokane,Naples - Marco Island,47.629594,-117.08576,26.00557,-81.533029,02_11_2023_07_58
CAR,Lynnwood,WA,98037,Concord,NC,28027,1800,COD/COP,2837,1,2015 audi rs 5,Runs,ENCLOSED,2023-02-09,17469,Not specified,Linus Auto Transport LLC,(737) 252-6429,dispatch@linusat.com,100.0,Seattle - Tacoma - Bellevue,Charlotte - Gastonia - Rock Hill,47.838804,-122.288414,35.419708,-80.675816,02_11_2023_07_58
SUV,lynnwood,WA,98037,katy,TX,77494,1350,COD/COP,2467,1,2021 mercedes-benz g-class,Runs,ENCLOSED,2023-02-16,146560,Not specified,SGT Auto Transport,(864) 546-5038,sgtautotransport@gmail.com,99.9,Seattle - Tacoma - Bellevue,Houston - Sugar Land - Baytown,47.838804,-122.288414,29.740187,-95.83018,02_11_2023_07_58
CAR,mead,WA,99021,ponte vedra,FL,32081,1700,COD/COP,2747,1,1957 chevrolet bel air,Runs,ENCLOSED,2023-02-15,1722519,Not specified,Montway LLC,(224) 220-0003,dispatch@montway.com,100.0,Spokane,Jacksonville,47.826115,-117.237496,30.126725,-81.432476,02_11_2023_07_58
CAR,mead,WA,99021,apopka,FL,32703,1700,COD/COP,2800,1,1957 chevrolet bel air,Runs,ENCLOSED,2023-02-15,1722522,"actual del in ponte vedra,fl 32081.",Montway LLC,(224) 220-0003,dispatch@montway.com,100.0,Spokane,Orlando - Kissimmee - Sanford,47.826115,-117.237496,28.662967,-81.51735,02_11_2023_07_58
SUV,Mount Vernon,WA,98273,Eastpointe,MI,48021,1500,COD/COP,2393,1,2021 jeep wrangler 4 dr,Runs,ENCLOSED,2023-02-10,977957,561-293-2707 Ready,Advanced Car Shipping,(888) 883-1044,info@advancedcarshipping.com,99.5,Mount Vernon - Anacortes,Detroit - Warren - Livonia,48.396978,-122.358748,42.465208,-82.9441,02_11_2023_07_58
CAR,Mukilteo,WA,98275,Tampa,FL,33601,1275,COD/COP,3170,1,2004 toyota camry,Runs,ENCLOSED,2023-02-13,11318041,Larry (404) 474-2655 || ASAP || Ready for dispatch,USA Carship Inc,(404) 835-7997,info@usacarship.com,97.0,Seattle - Tacoma - Bellevue,Tampa - St. Petersburg - Clearwater,47.913148,-122.303782,27.9475,-82.4588,02_11_2023_07_58
CAR,Nine Mile Falls,WA,99026,Berea,OH,44017,1800,COD/COP,2116,1,1958 chevy corvette,Inop,ENCLOSED,2023-02-23,168,Not specified,Mike's Discount Auto Transport,(715) 687-4600,discountat@gmail.com,99.7,Spokane,Cleveland - Elyria - Mentor,47.808625,-117.620003,41.367062,-81.867074,02_11_2023_07_58
CAR,nine mile falls,WA,99026,pacifica,CA,94044,850,COD/COP,904,1,1962 ford thunderbird,Runs,ENCLOSED,2023-02-18,1719758,Not specified,Montway LLC,(224) 220-0003,dispatch@montway.com,100.0,Spokane,San Francisco - Oakland - Fremont,47.808625,-117.620003,37.614496,-122.482002,02_11_2023_07_58
CAR,port ludlow,WA,98365,wallingford,CT,06492,1900,COD/COP,3006,1,2013 mercedes-benz e-class,Runs,ENCLOSED,2023-02-10,29678,have contract down pmt 702-342-1058,American Auto Shipping,(702) 342-1058,dispatch@americanautoshipping.com,100.0,Not specified,New Haven - Milford,47.903073,-122.699314,41.456625,-72.810304,02_11_2023_07_58
SUV,Port Orchard,WA,98366,Alexandria,VA,22301,1400,COD/COP,2796,1,2022 acura mdx,Runs,ENCLOSED,2023-02-11,11328208,Ready ASAP,Quality Express Transport LLC,(916) 963-7228,evan@qualityexpress-transport.com,100.0,Bremerton - Silverdale,Washington - Arlington - Alexandria,47.54492,-122.581523,38.818362,-77.060432,02_11_2023_07_58
CAR,poulsbo,WA,98370,charlotte,NC,28202,2325,COD/COP,2862,1,1975 chevrolet corvette,Runs,ENCLOSED,2023-02-10,253775-70337,"destination: shallotte,nc 28470",Nexus AT LLC,(224) 265-0677,dispatch@nexusautotransport.com,99.9,Bremerton - Silverdale,Charlotte - Gastonia - Rock Hill,47.754262,-122.620321,35.227646,-80.84375,02_11_2023_07_58
CAR,poulsbo,WA,98370,shallotte,NC,28470,2325,COD/COP,3041,1,1975 chevrolet corvette,Runs,ENCLOSED,2023-02-10,253775-70336,Not specified,Nexus AT LLC,(224) 265-0677,dispatch@nexusautotransport.com,99.9,Bremerton - Silverdale,Myrtle Beach - Conway - North Myrtle Beach,47.754262,-122.620321,33.956706,-78.400999,02_11_2023_07_58
SUV,Pullman,WA,99163,San Diego,CA,92122,1000,COD/COP,1208,1,2021 mazda cx5,Runs,ENCLOSED,2023-02-15,11068559,"res to res, ready, signed contract, txt 754-799-4790","Mercury Auto Transport, Inc.1",(954) 239-2597,matt@mercuryautotransport.com,99.9,Not specified,San Diego - Carlsbad - San Marcos,46.724487,-117.254549,32.856744,-117.20717,02_11_2023_07_58
SUV,Puyallup,WA,98371,Lumberton,MS,39455,2000,COD/COP,0,1,1959 chevrolet suburban,Runs,ENCLOSED,2023-02-10,11290233,Text Ethan (918)-894-6076 COD,ASAP Transport Solutions LLC,(800) 757-1178,billing@asaptransportsolutions.com,100.0,Seattle - Tacoma - Bellevue,Hattiesburg,47.206756,-122.331148,31.023654,-89.464365,02_11_2023_07_58
CAR,Puyallup,WA,98374,Jacksonville,FL,32216,1900,COD/COP,3062,1,1972 chevrolet chevelle,Inop,ENCLOSED,2023-02-10,22529107,http:iTruckify.com/2r6jf,Easy Auto Ship LLC,(330) 208-2431,dispatch@easyautoship.net,100.0,Seattle - Tacoma - Bellevue,Jacksonville,47.126648,-122.252518,30.27907,-81.586122,02_11_2023_07_58
SUV,seattle,WA,98101,austin,TX,78704,1300,COD/COP,2214,1,2023 gmc yukon,Runs,ENCLOSED,2023-02-17,256569-71557,"origin: american fork,ut 84003",Nexus AT LLC,(224) 265-0677,dispatch@nexusautotransport.com,99.9,Seattle - Tacoma - Bellevue,Austin - Round Rock - San Marcos,47.611012,-122.333523,30.241524,-97.76877,02_11_2023_07_58
CAR,seattle,WA,98134,tustin,CA,92782,750,COD/COP,1169,1,2017 porsche 911,Runs,ENCLOSED,2023-02-14,260121-72242,Not specified,Nexus AT LLC,(224) 265-0677,dispatch@nexusautotransport.com,99.9,Seattle - Tacoma - Bellevue,Los Angeles - Long Beach - Anaheim,47.571247,-122.337752,33.736054,-117.80082,02_11_2023_07_58
CAR,Seattle,WA,98108,Covington,LA,70433,1700,COD/COP,2616,1,2017 mclaren 720,Runs,ENCLOSED,2023-02-09,2257 wa,Not specified,Rus Racing L.L.C.,(206) 653-5252,rusracing2014@yahoo.com,100.0,Seattle - Tacoma - Bellevue,New Orleans - Metairie - Kenner,47.541083,-122.313312,30.45452,-90.144252,02_11_2023_07_58
