Vehicle Type,Pickup City,Pickup State,Pickup ZIP,Delivery City,Delivery State,Delivery ZIP,Rate,Payment Method,Distance,Veh_qty,Vehicle Info,Vehicle Condition,Trailer Type,Pick-Up Date,Order ID,Additional Info,Company Name,Phone,Email,Rating,Pickup metro area,Delivery metro area,P_lat,P_lon,D_lat,D_lon,Time_first,Time_last
MOTORCYCLE,San Francisco,CA,94114,Vernon Rockville,CT,06066,750,IMMEDIATELY,3028,1,1977 yamaha rd400,Runs,ENCLOSED,2023-02-06,Not specified,Not specified,Kaplan Cycles LLC,(860) 471-0192,kenny@kaplancycles.com,100.0,San Francisco - Oakland - Fremont,Hartford - West Hartford - East Hartford,37.758229,-122.439512,41.836454,-72.463295,02_07_2023_07_19,02_07_2023_08_10
MOTORCYCLE,denver,CO,80236,san diego,CA,92103,400,COD/COP,1079,1,2008 kawasaki vulcan 900,Runs,ENCLOSED,2023-02-07,30534690-sf,no comment,SAFE AUTO TRUCKING LLC,(610) 871-7777,safeautotruckingcd@gmail.com,100.0,Denver - Aurora,San Diego - Carlsbad - San Marcos,39.649368,-105.034572,32.745427,-117.17017,02_07_2023_07_19,02_07_2023_17_12
MOTORCYCLE,San Francisco,CA,94112,Austin,TX,78702,500,COD/COP,1767,1,2018 triumph street tiple,Runs,OPEN,2023-02-05,SM-000376,Agent 2.04,Loadmaster Group  Inc,(740) 400-0044,dispatch@loadmg.com,100.0,San Francisco - Oakland - Fremont,Austin - Round Rock - San Marcos,37.721744,-122.444601,30.263915,-97.71366,02_07_2023_07_19,02_07_2023_17_12
MOTORCYCLE,Denver,CO,80229,Richmond,CA,94801,400,TWO_BUSINESS_DAYS,1249,1,2018 ducati hypermotard 939,Inop,OPEN,2023-02-08,Not specified,text 540-908-7645 for this order. from Copart.,NL Auto Transport LLC,(540) 908-7645,nlautotransport@gmail.com,99.7,Denver - Aurora,San Francisco - Oakland - Fremont,39.848632,-104.950634,37.958242,-122.379884,02_07_2023_07_19,02_07_2023_13_10
MOTORCYCLE,Dillon,CO,80435,Acworth,GA,30101,450,FIVE_BUSINESS_DAYS,1446,1,2015 kawasaki ninja,Runs,ENCLOSED,2023-02-09,WA1016,Not specified,Cars Hauler,(844) 777-0105,carshaulerllc@gmail.com,100.0,Not specified,Atlanta - Sandy Springs - Marietta,39.606906,-105.940941,34.032149,-84.702587,02_07_2023_07_19,02_07_2023_12_16
CAR,poulsbo,WA,98370,charlotte,NC,28202,1725,COD/COP,2862,1,1975 chevrolet corvette,Runs,ENCLOSED,2023-02-06,253775-70337,"destination: shallotte,nc 28470",Nexus AT LLC,(224) 265-0677,dispatch@nexusautotransport.com,99.9,Bremerton - Silverdale,Charlotte - Gastonia - Rock Hill,47.754262,-122.620321,35.227646,-80.84375,02_07_2023_07_19,02_07_2023_09_59
CAR,port ludlow,WA,98365,wallingford,CT,06492,1900,COD/COP,3006,1,2013 mercedes-benz e-class,Runs,ENCLOSED,2023-02-10,29678,have contract down pmt 702-342-1058,American Auto Shipping,(702) 342-1058,dispatch@americanautoshipping.com,100.0,Not specified,New Haven - Milford,47.903073,-122.699314,41.456625,-72.810304,02_07_2023_07_19,02_07_2023_17_12
PICKUP,pasco,WA,99301,oroville,CA,95965,850,COD/COP,642,1,2011 toyota tacoma,Runs,ENCLOSED,2023-02-07,30408167-ks,call me asap 646 777-2576,YOUNG BILLIONAIRES LLC,(917) 594-5566,admin@khalifautoshipping.com,100.0,Kennewick - Richland - Pasco,Chico,46.465932,-118.734438,39.651026,-121.644342,02_07_2023_07_19,02_07_2023_17_12
CAR,Marysville,WA,98270,Roseville,CA,95747,450,COD/COP,799,1,2008 bentley continental gtc,Runs,ENCLOSED,2023-02-07,9083734,Please call/txt Noah @ 786 577 5176,AutoStar Transport Express LLC,(888) 802-8250,dispatch@autostartransport.com,100.0,Seattle - Tacoma - Bellevue,Sacramento - Arden-Arcade - Roseville,48.056192,-122.161521,38.784542,-121.373449,02_07_2023_07_19,02_07_2023_13_53
SUV,Liberty Lake,WA,99019,Naples,FL,34114,1850,COD/COP,3046,1,2011 gmc yukon (contract sign),Runs,ENCLOSED,2023-02-07,10782035,ASAP||Ready to Dispatch||Contract sign||Sam||404-835-7301,USA Carship Inc,(404) 835-7997,info@usacarship.com,96.9,Spokane,Naples - Marco Island,47.629594,-117.08576,26.00557,-81.533029,02_07_2023_07_19,02_07_2023_17_12
CAR,Kirkland,WA,98034,Chelan,WA,98816,300,TWO_BUSINESS_DAYS,165,1,2007 porsche 911,Runs,ENCLOSED,2023-02-08,Not specified,Not specified,Rairdon's Dodge Chrysler Jeep of Kirkland,(425) 655-9370,acway@rairdon.com,100.0,Seattle - Tacoma - Bellevue,Wenatchee,47.715193,-122.210637,47.901204,-120.139618,02_07_2023_07_19,02_07_2023_14_41
CAR,Kent,WA,98030,Virginia Beach,VA,23450,1400,COD/COP,3004,1,2021 subaru brz,Runs,ENCLOSED,2023-02-06,Ae-99221,Not specified,GetCarrier LLC 2,(203) 774-9777,dispatch@getcarrier.com,99.7,Seattle - Tacoma - Bellevue,Virginia Beach - Norfolk - Newport News,47.362358,-122.19828,36.8598,-75.9812,02_07_2023_07_19,02_07_2023_17_12
CAR,kent,WA,98030,virginia beach,VA,23464,1500,COD/COP,3009,1,2022 toyota gr86,Runs,ENCLOSED,2023-02-17,146221,Not specified,SGT Auto Transport,(864) 546-5038,sgtautotransport@gmail.com,99.9,Seattle - Tacoma - Bellevue,Virginia Beach - Norfolk - Newport News,47.362358,-122.19828,36.798671,-76.178112,02_07_2023_07_19,02_07_2023_17_12
SUV,Kent,WA,98032,Hartford,CT,06120,2000,TEN_BUSINESS_DAYS,2942,1,2022 chevrolet tahoe,Runs,ENCLOSED,2023-02-10,11050555,****REAL Delivery Groton Ct 06340 I have signed Contract***,"ShipYourCarNow, LLC",(917) 933-5723,cdfdtest@shipyourcarnow.com,99.7,Seattle - Tacoma - Bellevue,Hartford - West Hartford - East Hartford,47.392329,-122.264592,41.788334,-72.66607,02_07_2023_07_19,02_07_2023_16_12
SUV,Kent,WA,98032,Boston,MA,02115,2000,TEN_BUSINESS_DAYS,3053,1,2022 chevrolet tahoe,Runs,ENCLOSED,2023-02-10,10856210,REAL Delivery Groton CT 06340,ShipYourCarNow LLC,(917) 933-5723,cdfdtest@shipyourcarnow.com,99.8,Seattle - Tacoma - Bellevue,Boston - Cambridge - Quincy,47.392329,-122.264592,42.342124,-71.096672,02_07_2023_07_19,02_07_2023_16_12
SUV,Kent,WA,98042,Atlanta,GA,30313,1700,COD/COP,2631,1,1999 jeep cherokee,Runs,ENCLOSED,2023-02-07,11212224,Text or Call (954) 358-9116,"Mercury Auto Transport, Inc.1",(954) 239-2597,matt@mercuryautotransport.com,99.9,Seattle - Tacoma - Bellevue,Atlanta - Sandy Springs - Marietta,47.364511,-122.102081,33.761368,-84.400934,02_07_2023_07_19,02_07_2023_08_57
SUV,kennewick,WA,99336,union city,CA,94587,1400,COD/COP,754,1,2023 mercedes-benz gle-class,Runs,ENCLOSED,2023-02-08,r566152,Not specified,RoadRunner Auto Transport,(516) 605-2666,dispatch@v2logistics.com,99.9,Kennewick - Richland - Pasco,San Francisco - Oakland - Fremont,46.219314,-119.178059,37.602056,-122.044443,02_07_2023_07_19,02_07_2023_08_48
CAR,Issaquah,WA,98029,Herndon,VA,20171,1630,COD/COP,2733,1,2020 mercedes-benz amg c 63,Runs,ENCLOSED,2023-02-07,W6259,Not specified,Tempus Logix 2,(818) 942-7020,dispatchtempuslogix@gmail.com,100.0,Seattle - Tacoma - Bellevue,Washington - Arlington - Alexandria,47.559603,-122.02395,38.926604,-77.391188,02_07_2023_07_19,02_07_2023_08_03
CAR,issaquah,WA,98029,herndon,VA,20171,1600,COD/COP,2733,1,2020 mercedes-benz c-class,Runs,ENCLOSED,2023-02-07,30433275-st,felix 3328953600,SAFEEDS TRANSPORT INC,(315) 314-4337,info@safeeds.us,100.0,Seattle - Tacoma - Bellevue,Washington - Arlington - Alexandria,47.559603,-122.02395,38.926604,-77.391188,02_07_2023_07_19,02_07_2023_13_47
CAR,Issaquah,WA,98027,Dale,TX,78616,2000,FIVE_BUSINESS_DAYS,2407,1,2005 subaru impreza with a 40x40 pallet,Runs,ENCLOSED,2023-02-07,C8325,Not specified,Tempus Logix 2,(818) 942-7020,dispatchtempuslogix@gmail.com,100.0,Seattle - Tacoma - Bellevue,Austin - Round Rock - San Marcos,47.496383,-121.990901,29.882596,-97.551134,02_07_2023_07_19,02_07_2023_08_39
CAR,Hoquiam,WA,98550,Herkimer,NY,13350,1400,COD/COP,2905,1,1978 cadillac eldorado,Runs,ENCLOSED,2023-02-07,11223678,Pick up ASAP || 4137260905,Quickship LLC,(888) 361-5514,info@quickshipcars.com,98.3,Not specified,Utica - Rome,47.109222,-123.970227,43.082448,-74.965537,02_07_2023_07_19,02_07_2023_17_12
CAR,hoquiam,WA,98550,herkimer,NY,13350,1800,COD/COP,2905,1,1978 cadillac eldorado,Runs,ENCLOSED,2023-01-30,30570409-uf,asap signed contract,United Freeway Transportation LLC,(610) 756-7472,uftransportation2021@gmail.com,99.8,Not specified,Utica - Rome,47.109222,-123.970227,43.082448,-74.965537,02_07_2023_07_19,02_07_2023_17_12
CAR,Gig Harbor,WA,98335,Bristol,ME,04539,2300,COD/COP,3245,1,1990 porsche 928,Runs,ENCLOSED,2023-02-13,11078845,Call / text mike 239-202-0846,Nationwide Transport Services LLC,(754) 732-0333,central@nationwidetransportservices.com,100.0,Seattle - Tacoma - Bellevue,Not specified,47.295332,-122.622708,43.95445,-69.49622,02_07_2023_07_19,02_07_2023_17_12
CAR,Fort Washington,MD,20744,San Clemente,CA,92672,1475,COD/COP,2712,1,1990 mercedes-benz 560,Runs,ENCLOSED,2023-02-08,29290724,http:iTruckify.com/0lqag,Easy Auto Ship LLC,(330) 208-2431,dispatch@easyautoship.net,100.0,Washington - Arlington - Alexandria,Los Angeles - Long Beach - Anaheim,38.754528,-77.004762,33.392882,-117.529632,02_07_2023_07_19,02_07_2023_09_04
MOTORCYCLE,grand jct,CO,81501,keller,TX,76248,700,COD/COP,939,1,2018 honda goldwing,Runs,ENCLOSED,2023-02-03,4246898,call/text8132133545,True Carrier LLC,(813) 213-3545,dispatch@truecarriers.com,99.9,Grand Junction,Dallas - Fort Worth - Arlington,39.070246,-108.553026,32.931294,-97.249809,02_07_2023_07_19,02_07_2023_13_57
MOTORCYCLE,Fort Collins,CO,80525,Gretna,VA,24557,400,COD/COP,1639,1,2009 kymco xcitiner 250,Inop,OPEN,2023-02-06,SM-000381,Not specified,Loadmaster Group  Inc,(740) 400-0044,dispatch@loadmg.com,100.0,Fort Collins - Loveland,Danville,40.514476,-105.019895,36.974728,-79.289774,02_07_2023_07_19,02_07_2023_13_16
MOTORCYCLE,Denver,CO,80249,Auburn,WA,98002,350,COD/COP,1335,1,2007 suzuki gsx,Runs,OPEN,2023-02-09,SM-000359-A,Agent 2.04,Loadmaster Group  Inc,(740) 400-0044,dispatch@loadmg.com,100.0,Denver - Aurora,Seattle - Tacoma - Bellevue,39.837435,-104.712632,47.31005,-122.209182,02_07_2023_07_19,02_07_2023_17_12
CAR,poulsbo,WA,98370,shallotte,NC,28470,1725,COD/COP,3041,1,1975 chevrolet corvette,Runs,ENCLOSED,2023-02-06,253775-70336,Not specified,Nexus AT LLC,(224) 265-0677,dispatch@nexusautotransport.com,99.9,Bremerton - Silverdale,Myrtle Beach - Conway - North Myrtle Beach,47.754262,-122.620321,33.956706,-78.400999,02_07_2023_07_19,02_07_2023_09_59
ATV,San Diego,CA,92101,Whitehorse,YT,Y1A 0A1,1200,TWO_BUSINESS_DAYS,3036,1,2022 polaris general,Runs,ENCLOSED,2023-02-09,call     818-822-9498 or text,Not specified,Auction Connection,(818) 822-9498,mecautoinc@yahoo.com,99.7,San Diego - Carlsbad - San Marcos,Not specified,32.719907,-117.180528,60.691457,-135.109114,02_07_2023_07_19,02_07_2023_17_12
MOTORCYCLE,San Diego,CA,92109,North Palm Beach,FL,33408,1150,COD/COP,2589,1,2003 harley davidson road king,Runs,ENCLOSED,2023-02-06,11258480,Not specified,Shiplux LLC,(305) 517-3456,admin@shiplux.com,100.0,San Diego - Carlsbad - San Marcos,Miami - Fort Lauderdale - Pompano Beach,32.7907,-117.233586,26.848664,-80.058839,02_07_2023_07_19,02_07_2023_07_35
MOTORCYCLE,Lathrop,CA,95330,Katy,TX,77494,450,COD/COP,1848,1,2022 can am spyder,Runs,OPEN,2023-02-06,SM-000390,Agent 2.04,Loadmaster Group  Inc,(740) 400-0044,dispatch@loadmg.com,100.0,Stockton,Houston - Sugar Land - Baytown,37.811927,-121.321915,29.740187,-95.83018,02_07_2023_07_19,02_07_2023_13_25
MOTORCYCLE,Lathrop,CA,95330,Fort Smith,AR,72901,850,COD/COP,1755,1,2021 hd street glide,Runs,ENCLOSED,2023-02-04,Ca to ar bike,"text only, 316-990-0052",Christopher S Korte,(000) 000-0000,chris@dvtrans.com,100.0,Stockton,Fort Smith,37.811927,-121.321915,35.366736,-94.414673,02_07_2023_07_19,02_07_2023_09_34
ATV,Kerman,CA,93630,El Cajon,CA,92019,250,COD/COP,363,1,2018 kawasaki mule,Runs,OPEN,2023-02-06,SM-000392,Not specified,Loadmaster Group  Inc,(740) 400-0044,dispatch@loadmg.com,100.0,Fresno,San Diego - Carlsbad - San Marcos,36.694423,-120.179359,32.779694,-116.877462,02_07_2023_07_19,02_07_2023_13_28
MOTORCYCLE,indio,CA,92203,temecula,CA,92592,150,COD/COP,86,1,2019 can-am ryker,Runs,OPEN,2023-02-07,rd82844a,Not specified,RCG Logistics LLC 1,(916) 573-6599,ship@rcglogistics.com,100.0,Riverside - San Bernardino - Ontario,Riverside - San Bernardino - Ontario,33.748175,-116.234061,33.540993,-117.008339,02_07_2023_07_19,02_07_2023_12_12
MOTORCYCLE,Huntington Beach,CA,92647,Oklahoma City,OK,73122,550,FIVE_BUSINESS_DAYS,1333,1,2010 can am spyder f3,Runs,OPEN,2023-02-06,FA113-O,Not specified,Cars Hauler,(844) 777-0105,carshaulerllc@gmail.com,100.0,Los Angeles - Long Beach - Anaheim,Oklahoma City,33.726824,-118.006881,35.518525,-97.616622,02_07_2023_07_19,02_07_2023_17_12
MOTORCYCLE,Huntington Beach,CA,92647,Oklahoma City,OK,73122,550,FIVE_BUSINESS_DAYS,1333,1,2010 can am spyder f3,Runs,ENCLOSED,2023-02-06,FA113-E,Not specified,Cars Hauler,(844) 777-0105,carshaulerllc@gmail.com,100.0,Los Angeles - Long Beach - Anaheim,Oklahoma City,33.726824,-118.006881,35.518525,-97.616622,02_07_2023_07_19,02_07_2023_17_12
MOTORCYCLE,huntington beach,CA,92647,mahopac,NY,10541,1100,COD/COP,2837,1,2016 kalex moto gt,Runs,ENCLOSED,2023-02-09,248037-69494,Not specified,Nexus AT LLC,(224) 265-0677,dispatch@nexusautotransport.com,99.9,Los Angeles - Long Beach - Anaheim,New York - Northern New Jersey - Long Island,33.726824,-118.006881,41.374535,-73.752144,02_07_2023_07_19,02_07_2023_17_12
MOTORCYCLE,hollister,CA,95023,carson city,NV,89701,400,COD/COP,245,1,2016 can am trike spider 3 wheeler,Runs,OPEN,2023-02-05,748425,Not specified,United Car Transport Inc,305-491-7474,info@unitedcartransport.com,100.0,San Jose - Sunnyvale - Santa Clara,Carson City,36.89563,-121.183732,39.148441,-119.662901,02_07_2023_07_19,02_07_2023_17_12
MOTORCYCLE,hayward,CA,94541,dublin,CA,94568,100,COD/COP,13,1,2023 yamaha mt 07,Runs,OPEN,2023-02-02,16345,order link:requestload%2eonline?o=16345zw,ADL Logistics,(954) 488-2544,dispatch@adllogistics.net,98.4,San Francisco - Oakland - Fremont,San Francisco - Oakland - Fremont,37.674012,-122.082657,37.716294,-121.912438,02_07_2023_07_19,02_07_2023_14_31
MOTORCYCLE,Hawthorne,CA,90250,Stuart,FL,34994,550,COD/COP,2652,1,2021 harley-davidson fxlrs,Runs,OPEN,2023-02-12,BSHWM547,Not specified,Bah Logistics LLC,(818) 392-8978,dispatch@bahlogisticsusa.com,100.0,Los Angeles - Long Beach - Anaheim,Port St. Lucie,33.912776,-118.345632,27.201881,-80.258428,02_07_2023_07_19,02_07_2023_17_12
MOTORCYCLE,Half Moon Bay,CA,94019,Missouri City,TX,77459,590,FIVE_BUSINESS_DAYS,1923,1,2018 suzuki sv650 abs,Runs,ENCLOSED,2023-02-07,S2035,Not specified,Tempus Logix 2,(818) 942-7020,dispatchtempuslogix@gmail.com,100.0,San Francisco - Oakland - Fremont,Houston - Sugar Land - Baytown,37.47301,-122.411098,29.528726,-95.5292,02_07_2023_07_19,02_07_2023_10_37
MOTORCYCLE,fresno,CA,93705,richmond,CA,94804,225,TEN_BUSINESS_DAYS,179,1,2007 yamaha xvz13 tf,Inop,OPEN,2023-02-06,0897br,Not specified,Moto-Leader,(909) 507-8199,dispatchmotoleader@gmail.com,99.7,Fresno,San Francisco - Oakland - Fremont,36.786462,-119.828222,37.924272,-122.344349,02_07_2023_07_19,02_07_2023_17_12
MOTORCYCLE,Discovery Bay,CA,94505,Oklahoma City,OK,73122,550,FIVE_BUSINESS_DAYS,1587,1,2010 can am spyder f3,Runs,ENCLOSED,2023-02-06,FA113-EA,"Actual pick up  Huntington Beach, California 92647",Cars Hauler,(844) 777-0105,carshaulerllc@gmail.com,100.0,San Francisco - Oakland - Fremont,Oklahoma City,37.888748,-121.601998,35.518525,-97.616622,02_07_2023_07_19,02_07_2023_17_12
MOTORCYCLE,Costa Mesa,CA,92626,Folsom,CA,95630,200,COD/COP,446,1,2022 triumph trident trident,Runs,OPEN,2023-02-06,BSHW657,Not specified,Bah Logistics LLC,(818) 392-8978,dispatch@bahlogisticsusa.com,100.0,Los Angeles - Long Beach - Anaheim,Sacramento - Arden-Arcade - Roseville,33.679094,-117.90553,38.664532,-121.145,02_07_2023_07_19,02_07_2023_07_28
MOTORCYCLE,springfield,VA,22153,chandler,AZ,85226,700,COD/COP,2369,1,2010 harley davidson iron 883,Runs,ENCLOSED,2023-02-09,70744698-br,call asap 9295922963,Brookwide Inc,(929) 592-3070,autodispatch@brookwide.com,99.9,Washington - Arlington - Alexandria,Phoenix - Mesa - Glendale,38.745468,-77.232529,33.266332,-111.943009,02_07_2023_07_19,02_07_2023_11_17
MOTORCYCLE,Brentwood,CA,94513,Miami,FL,33172,700,COD/COP,3084,1,2019 timbersled aro 120 sx,Runs,OPEN,2023-02-03,4248638,8132133545  asap. https://link.truecarriers.com/zrNC,True Carrier LLC,(813) 213-3545,dispatch@truecarriers.com,99.9,San Francisco - Oakland - Fremont,Miami - Fort Lauderdale - Pompano Beach,37.899769,-121.735103,25.789886,-80.361262,02_07_2023_07_19,02_07_2023_17_12
