Vehicle Type,Pickup City,Pickup State,Pickup ZIP,Delivery City,Delivery State,Delivery ZIP,Rate,Payment Method,Distance,Veh_qty,Vehicle Info,Vehicle Condition,Trailer Type,Pick-Up Date,Order ID,Additional Info,Company Name,Phone,Email,Rating,Pickup metro area,Delivery metro area,P_lat,P_lon,D_lat,D_lon,Time_first,Time_last
SUV,Houston,TX,77060,Renton,WA,98059,1500,FIVE_BUSINESS_DAYS,2299,1,2022 rolls-royce cullinan,Runs,ENCLOSED,2023-02-03,22 Cullinan 214682 GRAY,Not specified,LM Auto Wholesale,(714) 801-5483,summerrouw74@yahoo.com,100.0,Houston - Sugar Land - Baytown,Seattle - Tacoma - Bellevue,29.934017,-95.395997,47.504128,-122.109663,02_01_2023_06_30,02_01_2023_11_53
SUV,Manvel,TX,77578,Fort Myers,FL,33913,1000,FIFTEEN_BUSINESS_DAYS,1130,1,2021 mercedes-benz gle,Runs,ENCLOSED,2023-02-06,65019,Not specified,4 Corners Transport Services,(360) 210-7665,info@fourcornerstransportservices.com,100.0,Houston - Sugar Land - Baytown,Cape Coral - Fort Myers,29.474735,-95.359887,26.537276,-81.683322,02_01_2023_06_30,02_01_2023_18_28
CAR,Houston,TX,77079,San Antonio,TX,78202,400,TEN_BUSINESS_DAYS,179,1,2023 porsche 911,Runs,ENCLOSED,2023-02-03,11212552,832-437-1934 DEALER TO CUSTOMER / READY THURSDAY CALL NOW,New World Auto Transport,(832) 437-2478,steve.wells50@yahoo.com,100.0,Houston - Sugar Land - Baytown,San Antonio - New Braunfels,29.774952,-95.601865,29.428012,-98.462994,02_01_2023_06_30,02_01_2023_12_09
CAR,Houston,TX,77008,Reno,NV,89510,1000,COD/COP,1932,1,1971 mcercedes benz 280sl,Runs,ENCLOSED,2023-01-31,4771,pmt: cod,"A-AAA Auto Transport,LLC",(646) 522-4251,ian@autocarmover.com,100.0,Houston - Sugar Land - Baytown,Reno - Sparks,29.798349,-95.41909,39.881942,-119.617604,02_01_2023_06_30,02_01_2023_11_25
CAR,Houston,TX,77090,Stuart,FL,34996,700,COD/COP,1111,1,2023 cadillac ct5-v blackwing,Runs,ENCLOSED,2023-02-07,11148680,Dealership to Private. Ready on 7th,Top Auto Logistics LLC,(713) 344-1335,jason@topautologistics.com,99.7,Houston - Sugar Land - Baytown,Port St. Lucie,30.001752,-95.44742,27.207746,-80.195161,02_01_2023_06_30,02_01_2023_18_28
CAR,houston,TX,77008,bedford,NY,10506,800,COD/COP,1686,1,2010 audi r8,Runs,ENCLOSED,2023-02-02,1714817,Not specified,Montway LLC,(224) 220-0003,dispatch@montway.com,100.0,Houston - Sugar Land - Baytown,New York - Northern New Jersey - Long Island,29.798349,-95.41909,41.187593,-73.634824,02_01_2023_06_30,02_01_2023_10_49
SUV,houston,TX,77019,new york,NY,10022,800,COD/COP,1638,1,2020 porsche macan,Runs,ENCLOSED,2023-02-03,253777-69774,Not specified,Nexus AT LLC,(224) 265-0677,dispatch@nexusautotransport.com,99.9,Houston - Sugar Land - Baytown,New York - Northern New Jersey - Long Island,29.752453,-95.411683,40.758346,-73.967997,02_01_2023_06_30,02_01_2023_13_27
SUV,Houston,TX,77074,Ponte Vedra,FL,32081,750,COD/COP,908,1,2023 cadillac escalade,Runs,ENCLOSED,2023-02-03,11222927,Call 954-415-9627 or 561-200-3777 x 2 24/7,Relocation Gurus LLC,(305) 564-2983,support@relocationgurus.com,93.1,Houston - Sugar Land - Baytown,Jacksonville,29.689799,-95.526602,30.126725,-81.432476,02_01_2023_06_30,02_01_2023_18_28
SUV,Houston,TX,77027,Dallas,TX,75230,500,TEN_BUSINESS_DAYS,254,1,2022 rolls royce cullinan,Runs,ENCLOSED,2023-02-01,11224893,832-43-1934 DEALER TO CUSTOMER CALL 4 INFO PLEASE READY FRI,New World Auto Transport,(832) 437-2478,steve.wells50@yahoo.com,100.0,Houston - Sugar Land - Baytown,Dallas - Fort Worth - Arlington,29.746277,-95.447496,32.902156,-96.794543,02_01_2023_06_30,02_01_2023_07_43
CAR,houston,TX,77002,chelsea,MA,02150,1100,COD/COP,1862,1,1972 chevrolet camaro,Runs,ENCLOSED,2023-02-02,252875-69468,"origin: crosby,tx 77532 del: scarborough,me 04074",Nexus AT LLC,(224) 265-0677,dispatch@nexusautotransport.com,99.9,Houston - Sugar Land - Baytown,Boston - Cambridge - Quincy,29.750209,-95.367693,42.39959,-71.03156,02_01_2023_06_30,02_01_2023_09_59
SUV,georgetown,TX,78628,bradenton,FL,34205,1065,FIFTEEN_BUSINESS_DAYS,1195,1,2021 jeep grand cherokee,Runs,ENCLOSED,2023-02-02,64950,Not specified,4 Corners Transport Services,(360) 210-7665,info@fourcornerstransportservices.com,100.0,Austin - Round Rock - San Marcos,North Port - Bradenton - Sarasota,30.646476,-97.755772,27.485396,-82.583414,02_01_2023_06_30,02_01_2023_08_59
CAR,frisco,TX,75033,madison,WI,53715,700,COD/COP,966,1,2017 infiniti q50,Runs,ENCLOSED,2023-02-10,145247,Not specified,SGT Auto Transport,(864) 546-5038,sgtautotransport@gmail.com,99.9,Dallas - Fort Worth - Arlington,Madison,33.182727,-96.846311,43.061918,-89.397477,02_01_2023_06_30,02_01_2023_18_28
CAR,Fort Worth,TX,76137,Rancho Cucamonga,CA,91730,900,COD/COP,1364,1,1967 chevrolet nova,Runs,ENCLOSED,2023-01-31,Not specified,Not specified,AutoXit,(909) 758-7510,javier@autoxitnow.com,100.0,Dallas - Fort Worth - Arlington,Riverside - San Bernardino - Ontario,32.852106,-97.288062,34.099404,-117.576336,02_01_2023_06_30,02_01_2023_13_57
CAR,Houston,TX,77201,San Antonio,TX,78284,375,FIVE_BUSINESS_DAYS,198,1,1996 chevrolet corvette,Runs,ENCLOSED,2023-02-07,Not specified,Not specified,Diamand Transportation Inc,(508) 530-2474,diamandtrans@gmail.com,100.0,Houston - Sugar Land - Baytown,San Antonio - New Braunfels,29.7655,-95.3592,29.5254,-98.4252,02_01_2023_06_30,02_01_2023_18_28
CAR,El Paso,TX,79925,Saint Louis,MO,63134,1300,COD/COP,1221,1,2008 chevrolet corvette,Runs,ENCLOSED,2023-02-03,981257,http:iTruckify.com/xjcj3 text 9728483674,Car Delivery USA Inc,(305) 501-2688,daniel@alldayautotransport.com,99.3,El Paso,St. Louis,31.790819,-106.376901,38.743803,-90.341562,02_01_2023_06_30,02_01_2023_18_28
CAR,mckinney,TX,75070,darien,IL,60561,600,COD/COP,878,1,2019 porsche 911 carrera,Runs,ENCLOSED,2023-02-03,145908,Not specified,SGT Auto Transport,(864) 546-5038,sgtautotransport@gmail.com,99.9,Dallas - Fort Worth - Arlington,Chicago - Naperville - Joliet,33.170868,-96.692524,41.743546,-87.987664,02_01_2023_06_30,02_01_2023_10_49
PICKUP,mineral wells,TX,76067,norfolk,VA,23513,1375,COD/COP,1452,1,1986 ford f-150 regular cab,Inop,ENCLOSED,2023-02-06,29467,have contract 702-342-1058,American Auto Shipping,(702) 342-1058,dispatch@americanautoshipping.com,100.0,Not specified,Virginia Beach - Norfolk - Newport News,32.782013,-98.143256,36.889734,-76.235176,02_01_2023_06_30,02_01_2023_18_28
CAR,alexandria,VA,22332,atlanta,GA,30302,500,COD/COP,636,1,2008 mazda mx 5 miata,Runs,ENCLOSED,2023-01-31,30412310-ob,calltext 346-202-3135,Ocean Blue Logistics,(302) 206-2686,info@oceanbluego.com,99.2,Washington - Arlington - Alexandria,Atlanta - Sandy Springs - Marietta,38.8052,-77.0473,33.7486,-84.3884,02_01_2023_06_30,02_01_2023_08_59
SUV,Vineyard,UT,84059,Pittsboro,NC,27312,1800,TWO_BUSINESS_DAYS,2128,1,2023 land rover range rover,Runs,ENCLOSED,2023-01-31,sha1761-un,Call or TXT (310) 666-6147,SHA Transportation Inc,(888) 910-0742 x1015,vic@shatransportation.com,99.2,Provo - Orem,Durham,40.2966,-111.6936,35.753878,-79.205479,02_01_2023_06_30,02_01_2023_10_03
CAR,tooele,UT,84074,prineville,OR,97754,800,COD/COP,686,1,1969 ford mustang,Runs,ENCLOSED,2023-02-04,230339-68279,Not specified,Nexus AT LLC,(224) 265-0677,dispatch@nexusautotransport.com,99.9,Salt Lake City,Not specified,40.572024,-112.408482,44.240166,-120.604891,02_01_2023_06_30,02_01_2023_07_59
CAR,tooele,UT,84074,lake oswego,OR,97035,800,COD/COP,812,1,1969 ford mustang,Runs,ENCLOSED,2023-02-04,230339-68281,"destination: prineville,or 97754",Nexus AT LLC,(224) 265-0677,dispatch@nexusautotransport.com,99.9,Salt Lake City,Portland - Vancouver - Hillsboro,40.572024,-112.408482,45.411379,-122.724075,02_01_2023_06_30,02_01_2023_07_59
CAR,South Jordan,UT,84095,Miami,FL,33166,2000,COD/COP,2559,1,2021 lamborghini huracan,Runs,ENCLOSED,2023-01-31,A17990,Not specified,Salt Lake City Motorcars,(385) 346-1575,tom@slcmotorcars.com,100.0,Salt Lake City,Miami - Fort Lauderdale - Pompano Beach,40.55938,-111.982416,25.835822,-80.301342,02_01_2023_06_30,02_01_2023_18_28
CAR,salt lake city,UT,84103,prineville,OR,97754,800,COD/COP,656,1,1969 ford mustang,Runs,ENCLOSED,2023-02-04,230339-68282,"origin: tooele,ut 84074",Nexus AT LLC,(224) 265-0677,dispatch@nexusautotransport.com,99.9,Salt Lake City,Not specified,40.786378,-111.868935,44.240166,-120.604891,02_01_2023_06_30,02_01_2023_07_59
CAR,Salt Lake City,UT,84107,South Jordan,UT,84095,250,COD/COP,12,1,1969 ford mustang on a rotisserie,Inop,ENCLOSED,2023-01-31,UP20494 Uship Payment,Not specified,Tempus Logix,(818) 942-7020,dispatchtempuslogix@gmail.com,100.0,Salt Lake City,Salt Lake City,40.656624,-111.884704,40.55938,-111.982416,02_01_2023_06_30,02_01_2023_07_14
SUV,salt lake city,UT,84111,delray beach,FL,33483,1600,COD/COP,2496,1,2023 land rover range rover,Runs,ENCLOSED,2023-01-24,49441,text kasey 954-857-3970,First Class Auto Transport Corp.,Accounting 954-701-2996,nicole@firstclassautotransporters.com,97.7,Salt Lake City,Miami - Fort Lauderdale - Pompano Beach,40.756098,-111.8839,26.462875,-80.063821,02_01_2023_06_30,02_01_2023_18_28
CAR,salt lake city,UT,84112,las vegas,NV,89118,300,COD/COP,432,1,1964 buick riviera,Inop,ENCLOSED,2023-02-06,145441-2,"pul: fredonia,az 86022 del: las vegas,nv 89118",SGT Auto Transport,(864) 546-5038,sgtautotransport@gmail.com,99.9,Salt Lake City,Las Vegas - Paradise,40.765863,-111.842092,36.0784,-115.21193,02_01_2023_06_30,02_01_2023_18_28
CAR,salt lake city,UT,84101,coeur d alene,ID,83815,500,COD/COP,692,1,1982 mercedes-benz 240d,Runs,ENCLOSED,2023-02-02,30533298sf,asap actual pu 83709,SAFE AUTO TRUCKING LLC,(610) 871-7777,safeautotruckingcd@gmail.com,100.0,Salt Lake City,Coeur d'Alene,40.756587,-111.901214,47.725464,-116.789921,02_01_2023_06_30,02_01_2023_18_28
CAR,Midland,TX,79707,Stockdale,TX,78160,700,THIRTY_BUSINESS_DAYS,379,1,1939 chevrolet master deluxe,Runs,ENCLOSED,2023-02-08,44177-P,30 DAY PAY/LOADS ENCLOSED 2/08-09 & DELIVER 2/10,N.A.V.T. Inc,(972) 943-8474,navt1@aol.com,100.0,Midland,San Antonio - New Braunfels,32.006582,-102.185893,29.220531,-97.891775,02_01_2023_06_30,02_01_2023_18_28
CAR,saint george,UT,84770,farmville,VA,23901,1450,COD/COP,2279,1,2021 nissan rogue,Runs,ENCLOSED,2023-02-01,1712941,Not specified,Montway LLC,(224) 220-0003,dispatch@montway.com,100.0,St. George,Not specified,37.265502,-113.791338,37.296336,-78.407659,02_01_2023_06_30,02_01_2023_10_34
PICKUP,wichita falls,TX,76310,longmont,CO,80503,1250,COD/COP,702,1,2023 ford raptor r,Runs,ENCLOSED,2023-01-31,35103858,Not specified,Elevation Motors,(303) 963-5922,michael@elevationmotors.com,100.0,Wichita Falls,Boulder,33.787699,-98.532212,40.179731,-105.20545,02_01_2023_06_30,02_01_2023_16_29
CAR,Texarkana,TX,75503,Bismarck,ND,58504,1250,COD/COP,1239,1,2021 chevrolet corvette,Runs,ENCLOSED,2023-01-31,RW-1358,call us or text at : 3233072903,RGS Logistics LLC,(424) 371-8354,rgslogistics811@gmail.com,100.0,Texarkana TX - Texarkana,Bismarck,33.517232,-94.130213,46.711389,-100.649356,02_01_2023_06_30,02_01_2023_15_16
CAR,Spring,TX,77381,Smithville,TN,37166,600,COD/COP,834,1,1997 toyota supra,Runs,ENCLOSED,2023-02-01,ELG5373,Please call-text 929-434-8508,East Lines Group LLC,(929) 302-8893,dmitrii.neuimin@gmail.com,100.0,Houston - Sugar Land - Baytown,Not specified,30.17724,-95.496656,35.938647,-85.787427,02_01_2023_06_30,02_01_2023_09_12
CAR,spring,TX,77379,amarillo,TX,79119,800,COD/COP,600,1,2020 tesla model 3,Runs,ENCLOSED,2023-02-03,r565697,call or request online: v2d&period;io/1nr8qt,RoadRunner Auto Transport,(516) 605-2666,dispatch@v2logistics.com,99.9,Houston - Sugar Land - Baytown,Amarillo,30.038541,-95.532552,35.103456,-102.03545,02_01_2023_06_30,02_01_2023_08_50
CAR,san antonio,TX,78239,olympia,WA,98501,1000,COD/COP,2395,1,2019 chevrolet impala,Runs,ENCLOSED,2023-02-03,144084,Not specified,SGT Auto Transport,(864) 546-5038,sgtautotransport@gmail.com,99.9,San Antonio - New Braunfels,Olympia,29.517207,-98.362948,46.978044,-122.873505,02_01_2023_06_30,02_01_2023_08_18
CAR,Roanoke,TX,76262,Fountain Hills,AZ,85268,950,COD/COP,1010,1,"1964 porsche 356 / if no decals on truck , do not call )!!!",Runs,ENCLOSED,2023-02-02,Not specified,"TEXT ONLY 480-580-7368, no decals on the truck, do not text ",Uber Haul Logistics/ Uber Haul Transport LLC,(623) 792-7772,uberhaul@gmail.com,100.0,Dallas - Fort Worth - Arlington,Phoenix - Mesa - Glendale,33.010711,-97.216288,33.60374,-111.742483,02_01_2023_06_30,02_01_2023_10_37
CAR,Richmond,TX,77407,Chino Hills,CA,91709,585,COD/COP,1506,1,2023 porsche 911 carrera gts,Runs,ENCLOSED,2023-02-01,11220533,"William
(404) 806-1842",USA Carship Inc,(404) 835-7997,info@usacarship.com,96.8,Houston - Sugar Land - Baytown,Riverside - San Bernardino - Ontario,29.667837,-95.722106,33.947373,-117.72888,02_01_2023_06_30,02_01_2023_13_09
CAR,Ponder,TX,76259,El Paso,TX,79902,701,TEN_BUSINESS_DAYS,638,1,1971 pontiac gto,Runs,ENCLOSED,2023-02-08,Ready Wed 2-8 Car does run and drive,Not specified,American Auto Transfers LLC,(408) 418-2921,amautotransfers14@gmail.com,99.8,Dallas - Fort Worth - Arlington,El Paso,33.205587,-97.292713,31.786128,-106.495968,02_01_2023_06_30,02_01_2023_18_28
CAR,Odessa,TX,79761,Saint Louis,MO,63126,800,COD/COP,924,1,2000 chevrolet camaro,Runs,ENCLOSED,2023-01-31,CamaroXXE - Text Only 913-215-3113 Ready 01-30,Text Only 913-215-3113 Ready 01-30,airRyd LLC,(913) 215-3113,customerservice@airryd.com,100.0,Odessa,St. Louis,31.854958,-102.345627,38.549553,-90.379582,02_01_2023_06_30,02_01_2023_11_40
CAR,North Richland Hills,TX,76182,Tracy,CA,95377,1001,COD/COP,1654,1,2015 honda accord,Runs,ENCLOSED,2023-02-01,11177704,call or text 3234772030/signed contract,ABC Car Shipping LLC,(323) 405-4503,dispatch@abccarshipping.com,100.0,Dallas - Fort Worth - Arlington,Stockton,32.882716,-97.209775,37.617928,-121.46118,02_01_2023_06_30,02_01_2023_09_59
CAR,lindon,UT,84042,houston,TX,77011,1200,COD/COP,1452,1,1978 vw beetle convertible,Runs,ENCLOSED,2023-02-06,4138,Call or Text 321-205-3790,DNA Auto And Boat Transport LLC,(321) 205-3790,dnaautoandboattransport@gmail.com,99.2,Provo - Orem,Houston - Sugar Land - Baytown,40.34074,-111.71528,29.741797,-95.309376,02_01_2023_06_30,02_01_2023_15_41
CAR,El Paso,TX,79910,Houston,TX,77201,800,FIVE_BUSINESS_DAYS,746,1,2020 porsche panamera,Runs,ENCLOSED,2023-02-02,164384,Book on super-lb.com/X1NzPr,Dealers Choice Auto Transport,(561) 686-5225,info@dcat.com,99.7,El Paso,Houston - Sugar Land - Baytown,31.7696,-106.4255,29.7655,-95.3592,02_01_2023_06_30,02_01_2023_07_49
CAR,dallas,TX,75201,raleigh,NC,27605,1000,COD/COP,1192,1,2021 porsche 911,Runs,ENCLOSED,2023-02-06,111548,Not specified,McCollister's Brokerage Services Inc,(609) 699-7010,maldispatch@mccollisters.com,100.0,Dallas - Fort Worth - Arlington,Raleigh - Cary,32.787706,-96.79985,35.790371,-78.652752,02_01_2023_06_30,02_01_2023_10_49
CAR,Dallas,TX,75219,Kings Park,NY,11754,1685,COD/COP,1608,1,1999 porsche 911,Inop,ENCLOSED,2023-02-06,27450996,http:iTruckify.com/ofd47,Easy Auto Ship LLC,(330) 208-2431,dispatch@easyautoship.net,100.0,Dallas - Fort Worth - Arlington,New York - Northern New Jersey - Long Island,32.805428,-96.814226,40.889334,-73.248558,02_01_2023_06_30,02_01_2023_18_28
SUV,Knoxville,TN,37932,Mesa,AZ,85201,1600,TEN_BUSINESS_DAYS,1814,1,2016 range rover,Runs,ENCLOSED,2023-02-02,Range Rover encl,Not specified,Next Step Auto Mobile Corp,(708) 906-9291,nextstepauto1978@gmail.com,100.0,Knoxville,Phoenix - Mesa - Glendale,35.921537,-84.189327,33.443238,-111.85532,02_01_2023_06_30,02_01_2023_18_28
CAR,Knoxville,TN,37901,Naples,FL,34120,750,COD/COP,832,1,2023 chevrolet corvette,Runs,ENCLOSED,2023-01-28,11151325,call/text Dan @ 7864648184,AutoStar Transport Express LLC 2,(888) 802-8250,dispatch@autostartransport.com,99.3,Knoxville,Naples - Marco Island,35.9646,-83.9197,26.322766,-81.559226,02_01_2023_06_30,02_01_2023_11_21
CAR,kingsport,TN,37663,macomb,MI,48042,600,COD/COP,597,1,2017 ford focus,Runs,ENCLOSED,2023-01-31,focus,Not specified,J-Rus Inc,(586) 229-5475,jrusauto@gmail.com,100.0,Kingsport - Bristol - Bristol,Detroit - Warren - Livonia,36.46244,-82.482382,42.673562,-82.915004,02_01_2023_06_30,02_01_2023_10_43
CAR,Johnson City,TN,37601,Marco Island,FL,34145,900,COD/COP,864,1,2022 lexus es hybrid,Runs,ENCLOSED,2023-02-01,10944440,Please text with your best rate,ShipWit Global Inc,(847) 737-7562,admin@shipwit.com,99.8,Johnson City,Naples - Marco Island,36.320002,-82.330882,25.93777,-81.699725,02_01_2023_06_30,02_01_2023_18_28
CAR,Hendersonvlle,TN,37075,Bend,OR,97701,1700,COD/COP,2248,1,1964 chevrolet corvette,Runs,ENCLOSED,2023-01-30,Rick,RUNS AND DRIVES PAYS CASH manual transmission,Affordable Auto Transport LLC,816-372-1867,affordatransport@gmail.com,100.0,Nashville-Davidson - Murfreesboro - Franklin,Bend,36.34544,-86.601676,44.086767,-121.257448,02_01_2023_06_30,02_01_2023_18_28
CAR,Eads,TN,38028,Middlesex,NJ,08846,875,FIVE_BUSINESS_DAYS,1050,1,2020 mercedes-benz sl,Runs,ENCLOSED,2023-01-31,MB-TN-NJ,please text 908-229-7074 for dispatch,Sixty Four Motorcars LLC,908-229-7074,64motorcars@gmail.com,99.4,Memphis,New York - Northern New Jersey - Long Island,35.178806,-89.646747,40.574029,-74.498354,02_01_2023_06_30,02_01_2023_11_09
CAR,Dunlap,TN,37327,Albuquerque,NM,87113,1300,COD/COP,1331,1,1966 chevrolet corvette,Runs,ENCLOSED,2023-01-31,11217358,832 521 7324 call/text,Capstone Auto Trans Inc,(832) 521-7324,info@capstoneautotrans.com,100.0,Chattanooga,Albuquerque,35.404718,-85.415321,35.181275,-106.592831,02_01_2023_06_30,02_01_2023_09_21
CAR,dayton,TN,37321,como,MS,38619,550,COD/COP,366,1,1975 chevrolet corvette,Runs,ENCLOSED,2023-01-31,30457454-ug,calltext 786-791-0353,United Global Assets Inc,(786) 785-7009,mywaydhighway91@live.com,99.6,Not specified,Not specified,35.505889,-85.03965,34.491721,-89.845102,02_01_2023_06_30,02_01_2023_11_37
CAR,columbia,TN,38401,seattle,WA,98124,1625,COD/COP,2442,1,2016 bmw i8,Runs,ENCLOSED,2023-01-31,251928-69176,"destination: clackamas,or 97015",Nexus AT LLC,(224) 265-0677,dispatch@nexusautotransport.com,99.9,Nashville-Davidson - Murfreesboro - Franklin,Seattle - Tacoma - Bellevue,35.656897,-86.978122,47.6064,-122.3308,02_01_2023_06_30,02_01_2023_08_27
CAR,columbia,TN,38401,clackamas,OR,97015,1625,COD/COP,2447,1,2016 bmw i8,Runs,ENCLOSED,2023-01-31,251928-69175,Not specified,Nexus AT LLC,(224) 265-0677,dispatch@nexusautotransport.com,99.9,Nashville-Davidson - Murfreesboro - Franklin,Portland - Vancouver - Hillsboro,35.656897,-86.978122,45.411384,-122.527274,02_01_2023_06_30,02_01_2023_08_27
SUV,Memphis,TN,38133,Aurora,CO,80010,1000,COD/COP,1105,1,2022 ford bronco sport,Runs,ENCLOSED,2023-02-04,11165476,SIGNED CONTRACT RTG CALL 5617719244,Relocation Gurus LLC,(305) 564-2983,support@relocationgurus.com,93.1,Memphis,Denver - Aurora,35.209922,-89.791936,39.739826,-104.856217,02_01_2023_06_30,02_01_2023_18_28
CAR,columbia,TN,38401,central point,OR,97502,1625,COD/COP,2412,1,2016 bmw i8,Runs,ENCLOSED,2023-01-31,251928-69177,"destination: clackamas,or 97015",Nexus AT LLC,(224) 265-0677,dispatch@nexusautotransport.com,99.9,Nashville-Davidson - Murfreesboro - Franklin,Medford,35.656897,-86.978122,42.419502,-122.933637,02_01_2023_06_30,02_01_2023_08_27
PICKUP,clarksville,TN,37042,portland,OR,97233,1800,COD/COP,2302,1,2023 rivian r1t,Runs,ENCLOSED,2023-02-03,253666-69822,Not specified,Nexus AT LLC,(224) 265-0677,dispatch@nexusautotransport.com,99.9,Clarksville,Portland - Vancouver - Hillsboro,36.559662,-87.406921,45.513755,-122.496404,02_01_2023_06_30,02_01_2023_18_28
CAR,brentwood,TN,37024,sacramento,CA,95822,1535,COD/COP,2301,1,1968 chevrolet nova,Runs,ENCLOSED,2023-02-06,1711823,"actual p/u in bowling green,ky 42103.",Montway LLC,(224) 220-0003,dispatch@montway.com,100.0,Nashville-Davidson - Murfreesboro - Franklin,Sacramento - Arden-Arcade - Roseville,36.0347,-86.7836,38.513839,-121.498894,02_01_2023_06_30,02_01_2023_08_02
CAR,Webster,SD,57274,Lynnfield,MA,01940,1100,COD/COP,1647,1,1972 ford mustang,Runs,ENCLOSED,2023-02-01,10904933,TEXT 954-667-3199,"Mercury Auto Transport, Inc.1",(954) 239-2597,matt@mercuryautotransport.com,99.9,Not specified,Boston - Cambridge - Quincy,45.326075,-97.544705,42.538193,-71.030538,02_01_2023_06_30,02_01_2023_09_08
CAR,tega cay,SC,29708,mechanicsville,VA,23111,700,TWO_BUSINESS_DAYS,321,1,2023 lucid air,Runs,ENCLOSED,2023-02-12,ula6013010,Please call or text for more info & dispatch (708) 441-3342,Usko Logistics Inc,(708) 441-3342,alice@uskologistics.com,100.0,Charlotte - Gastonia - Rock Hill,Richmond,35.047839,-80.986378,37.613414,-77.257154,02_01_2023_06_30,02_01_2023_18_28
