Vehicle Type,Pickup City,Pickup State,Pickup ZIP,Delivery City,Delivery State,Delivery ZIP,Rate,Payment Method,Distance,Veh_qty,Vehicle Info,Vehicle Condition,Trailer Type,Pick-Up Date,Order ID,Additional Info,Company Name,Phone,Email,Rating,Pickup metro area,Delivery metro area,P_lat,P_lon,D_lat,D_lon,Time_first,Time_last
CAR,Boston,MA,02108,Blacksburg,VA,24060,715,COD/COP,717,1,2022 ford bronco sport 4wd,Runs,ENCLOSED,2023-01-25,11049319,Larry (404) 474-2655 || ASAP || Ready for dispatch,USA Carship Inc,(404) 835-7997,info@usacarship.com,96.8,Boston - Cambridge - Quincy,Blacksburg - Christiansburg - Radford,42.357322,-71.0645,37.266757,-80.436765,01_25_2023_08_12,01_25_2023_09_54
SUV,boston,MA,02110,medina,WA,98039,2000,COD/COP,3051,1,2022 ford bronco,Runs,ENCLOSED,2023-01-25,30681030bw,at mahwah nj 07430 alex 646-777-1178,Brookwide Inc,(929) 592-3070,autodispatch@brookwide.com,99.8,Boston - Cambridge - Quincy,Seattle - Tacoma - Bellevue,42.358162,-71.054065,47.627636,-122.24317,01_25_2023_08_12,01_25_2023_09_32
CAR,Shreveport,LA,71107,Dallas,TX,75287,375,COD/COP,206,1,1995 acura integra,Inop,ENCLOSED,2023-01-25,4229376,ASAP. https://link.moverjetlogistics.com/AfFG,Moverjet Logistics LLC,(302) 248-5115,dispatch@moverjetlogistics.com,99.5,Shreveport - Bossier City,Dallas - Fort Worth - Arlington,32.614169,-93.870748,33.002005,-96.84312,01_25_2023_08_12,01_25_2023_15_58
CAR,Bee Spring,KY,42207,Bedford,MA,01730,1200,COD/COP,1058,1,1958 chevrolet impala,Runs,ENCLOSED,2023-01-25,71832,drives fine private 2 private,"Tru Auto Transport, Inc.",(561) 221-5700,kimtransportcars@gmail.com,99.8,Bowling Green,Boston - Cambridge - Quincy,37.29266,-86.275866,42.49988,-71.275308,01_25_2023_08_12,01_25_2023_08_40
CAR,lexington,KY,40505,bloomington,MN,55420,600,COD/COP,793,1,2007 ford shelby gt500,Runs,ENCLOSED,2023-01-25,1710251,"actual del in coal valley,il 61240.",Montway LLC,(224) 220-0003,dispatch@montway.com,100.0,Lexington - Fayette,Minneapolis - St. Paul - Bloomington,38.060878,-84.452316,44.831108,-93.277982,01_25_2023_08_12,01_25_2023_08_59
PICKUP,lexington,KY,40502,white plains,NY,10607,900,COD/COP,738,1,2023 ford f-150 raptor,Runs,ENCLOSED,2023-01-24,1709908,"p/u in buckhannon,wv 26201.",Montway LLC,(224) 220-0003,dispatch@montway.com,100.0,Lexington - Fayette,New York - Northern New Jersey - Long Island,38.016015,-84.487883,41.037256,-73.80932,01_25_2023_08_12,01_25_2023_09_02
SUV,Baton Rouge,LA,70802,Altadena,CA,91001,795,COD/COP,1818,1,2017 jeep renegade,Runs,ENCLOSED,2023-01-25,10645908,Larry (404) 474-2655 || ASAP || Ready for dispatch,USA Carship Inc,(404) 835-7997,info@usacarship.com,96.8,Baton Rouge,Los Angeles - Long Beach - Anaheim,30.442477,-91.16944,34.196307,-118.135582,01_25_2023_08_12,01_25_2023_15_58
CAR,livingston,LA,70754,saint helens,OR,97051,2101,TEN_BUSINESS_DAYS,2630,1,2017 chevrolet ss,Runs,ENCLOSED,2023-01-25,Ready today 1-25,Not specified,American Auto Transfers LLC,(408) 418-2921,amautotransfers14@gmail.com,99.8,Baton Rouge,Portland - Vancouver - Hillsboro,30.402064,-90.74993,45.869878,-122.892258,01_25_2023_08_12,01_25_2023_12_01
CAR,New Orleans,LA,70118,Suwanee,GA,30024,450,COD/COP,509,1,1993 pontiac sunbird convertible,Runs,ENCLOSED,2023-02-08,10841480,Dispatch 561-542-0538 call or text,Goliath Auto Transport LLC,(954) 393-0015,goliathautotransport@gmail.com,100.0,New Orleans - Metairie - Kenner,Atlanta - Sandy Springs - Marietta,29.9452,-90.123979,34.064899,-84.093288,01_25_2023_08_12,01_25_2023_15_58
SUV,Philadelphia,PA,19124,Pecos,TX,79772,2000,COD/COP,1916,1,2019 cadillac escalade esv,Runs,ENCLOSED,2023-01-25,10924821,Not specified,Eship Corp,(754) 222-5377,info@eshiptransport.com,98.7,Philadelphia - Camden - Wilmington,Not specified,40.01708,-75.09426,31.541389,-103.556619,01_25_2023_08_12,01_25_2023_15_58
SUV,Woonsocket,RI,02895,Richmond,TX,77406,1100,COD/COP,1851,1,2020 toyota highlander awd,Runs,ENCLOSED,2023-01-25,10753383,Harris || 404 400 2396,USA Carship Inc,(404) 835-7997,info@usacarship.com,96.8,Providence - New Bedford - Fall River,Houston - Sugar Land - Baytown,41.997922,-71.498851,29.5817,-95.7609,01_25_2023_08_12,01_25_2023_15_58
CAR,Warwick,RI,02886,Palm Beach,FL,33480,850,COD/COP,1401,1,2017 mercedes-benz slc,Runs,ENCLOSED,2023-01-25,10491041,Not specified,GP Auto Logistics,(346) 660-3775,info@gpautologistics.com,98.4,Providence - New Bedford - Fall River,Miami - Fort Lauderdale - Pompano Beach,41.705329,-71.460974,26.678858,-80.039237,01_25_2023_08_12,01_25_2023_10_45
CAR,Providence,RI,02906,Denver,CO,80211,1500,COD/COP,1958,1,2018 volvo s90 awd,Runs,ENCLOSED,2023-01-25,10806431,ASAP||Ready to Dispatch||Contract Sign||Marcus||4045514241,USA Carship Inc,(404) 835-7997,info@usacarship.com,96.8,Providence - New Bedford - Fall River,Denver - Aurora,41.83815,-71.393139,39.764131,-105.017788,01_25_2023_08_12,01_25_2023_15_58
CAR,East Greenwich,RI,02818,Miamisburg,OH,45342,1000,COD/COP,810,1,1979 porsche 911,Runs,ENCLOSED,2023-02-08,10716833,Not specified,AmeriFreight,(770) 574-4436,dispatchfax@amerifreight.net,99.9,Providence - New Bedford - Fall River,Dayton - Kettering,41.643752,-71.477766,39.637398,-84.271815,01_25_2023_08_12,01_25_2023_15_58
CAR,Laval,QC,H7W 2T5,Tustin,CA,92780,3500,COD/COP,2844,1,1967 porsche 912,Runs,ENCLOSED,2023-01-30,2384,Not specified,Next Exit Auto Transport Services,(541) 885-2277,nextexitauto@gmail.com,100.0,Not specified,Los Angeles - Long Beach - Anaheim,45.519862,-73.757142,33.737629,-117.821174,01_25_2023_08_12,01_25_2023_15_58
CAR,Wexford,PA,15090,Santa Barbara,CA,93108,1700,FIFTEEN_BUSINESS_DAYS,2537,1,2015 bentley mulsanne,Runs,ENCLOSED,2023-01-25,9310,Not specified,Executive Auto Transport LLC,(774) 304-1197,executive.autotrans@gmail.com,99.9,Pittsburgh,Santa Maria - Santa Barbara,40.627036,-80.07888,34.447871,-119.618561,01_25_2023_08_12,01_25_2023_08_12
CAR,Wexford,PA,15090,College Grove,TN,37046,800,COD/COP,605,1,2023 chevrolet corvette,Runs,ENCLOSED,2023-01-25,11069193,Not specified,AutoStar Transport Express LLC,(888) 802-8250,dispatch@autostartransport.com,100.0,Pittsburgh,Nashville-Davidson - Murfreesboro - Franklin,40.627036,-80.07888,35.782374,-86.717006,01_25_2023_08_12,01_25_2023_12_43
CAR,West Mifflin,PA,15122,Stockton,CA,95201,1500,COD/COP,2553,1,1969 mercury cougar,Inop,ENCLOSED,2023-01-25,10728536,Richard 470-560-3627 Asap need winch,USA Carship Inc,(404) 835-7997,info@usacarship.com,96.8,Pittsburgh,Stockton,40.362986,-79.901734,37.9578,-121.2897,01_25_2023_08_12,01_25_2023_15_58
SUV,Washington,PA,15301,Seattle,WA,98188,1200,COD/COP,2542,1,2018 ford explorer,Runs,ENCLOSED,2023-01-25,10945445,ASAP 4137260924,Quickship LLC,(888) 361-5514,info@quickshipcars.com,98.2,Pittsburgh,Seattle - Tacoma - Bellevue,40.155184,-80.248404,47.44821,-122.277851,01_25_2023_08_12,01_25_2023_15_58
SUV,Washington,PA,15301,Seattle,WA,98188,2000,COD/COP,2542,1,2016 gmc yukon denali,Runs,ENCLOSED,2023-01-25,10919182,call /text 4137260924,Quickship LLC,(888) 361-5514,info@quickshipcars.com,98.2,Pittsburgh,Seattle - Tacoma - Bellevue,40.155184,-80.248404,47.44821,-122.277851,01_25_2023_08_12,01_25_2023_15_58
CAR,State College,PA,16803,Santa Maria,CA,93455,1565,COD/COP,2705,1,2022 bmw 3-series,Runs,ENCLOSED,2023-01-25,10912378,ASAP|| Ready for dispatch || Bryan 404-496-4698,American Carship Inc,(404) 965-8775,info@americancarship.com,100.0,State College,Santa Maria - Santa Barbara,40.805608,-77.902466,34.806934,-120.391421,01_25_2023_08_12,01_25_2023_15_58
CAR,pottstown,PA,19464,maple valley,WA,98038,1750,COD/COP,2793,1,1956 chevrolet nomad,Runs,ENCLOSED,2023-01-29,249604-68407,Not specified,Nexus AT LLC,(224) 265-0677,dispatch@nexusautotransport.com,99.9,Philadelphia - Camden - Wilmington,Seattle - Tacoma - Bellevue,40.258911,-75.615556,47.403768,-122.005863,01_25_2023_08_12,01_25_2023_15_58
SUV,Pittsburgh,PA,15290,Syosset,NY,11791,750,FIFTEEN_BUSINESS_DAYS,422,1,2022 mercedes-benz mercedes-amg g-class,Runs,ENCLOSED,2023-01-24,163804,Book on super-lb.com/x20kAW,Dealers Choice Auto Transport,(561) 686-5225,info@dcat.com,99.7,Pittsburgh,New York - Northern New Jersey - Long Island,40.4422,-79.9944,40.828833,-73.504171,01_25_2023_08_12,01_25_2023_09_22
PICKUP,Sumter,SC,29150,Sacramento,CA,94203,2015,COD/COP,2773,1,2004 ford f-series super duty,Runs,ENCLOSED,2023-01-25,10950327,ASAP|| Ready for pickup || jason 404-474-7695,USA Carship Inc,(404) 835-7997,info@usacarship.com,96.8,Sumter,Sacramento - Arden-Arcade - Roseville,33.874579,-80.354089,38.5819,-121.4935,01_25_2023_08_12,01_25_2023_15_58
SUV,rock hill,SC,29730,portland,OR,97221,2250,COD/COP,2772,1,2020 porsche cayenne,Runs,ENCLOSED,2023-01-25,1704455,"actual p/u in greenville,sc 29607.",Montway LLC,(224) 220-0003,dispatch@montway.com,100.0,Charlotte - Gastonia - Rock Hill,Portland - Vancouver - Hillsboro,34.885711,-81.020911,45.498286,-122.727761,01_25_2023_08_12,01_25_2023_10_48
CAR,myrtle beach,SC,29575,winchester,CA,92596,1550,COD/COP,2530,1,1928 ford model a,Runs,ENCLOSED,2023-01-26,1710032,Not specified,Montway LLC,(224) 220-0003,dispatch@montway.com,100.0,Myrtle Beach - Conway - North Myrtle Beach,Riverside - San Bernardino - Ontario,33.62789,-78.967328,33.634437,-117.070616,01_25_2023_08_12,01_25_2023_09_02
CAR,myrtle beach,SC,29579,ogden,UT,84403,1708,COD/COP,2252,1,2019 mercedes s560,Runs,ENCLOSED,2023-01-25,3963398-at,ready to go,Ultimate Transport 123,(888) 885-9123 x3,dispatch@ultimatetransport123.com,100.0,Myrtle Beach - Conway - North Myrtle Beach,Ogden - Clearfield,33.744235,-78.909453,41.176267,-111.913002,01_25_2023_08_12,01_25_2023_15_58
CAR,Mount Pleasant,SC,29466,Riverbank,CA,95367,1865,FIVE_BUSINESS_DAYS,2726,1,1969 chevrolet camaro,Runs,ENCLOSED,2023-02-07,10803488,Not specified,ShipYourCarNow LLC,(917) 933-5723,cdfdtest@shipyourcarnow.com,99.8,Charleston - North Charleston,Modesto,32.861784,-79.795762,37.732714,-120.947489,01_25_2023_08_12,01_25_2023_15_58
SUV,greenville,SC,29607,portland,OR,97221,2200,COD/COP,2710,1,2020 porsche cayenne,Runs,ENCLOSED,2023-01-24,1704413,Not specified,Montway LLC,(224) 220-0003,dispatch@montway.com,100.0,Greenville - Mauldin - Easley,Portland - Vancouver - Hillsboro,34.803774,-82.321517,45.498286,-122.727761,01_25_2023_08_12,01_25_2023_09_02
SUV,Columbia,SC,29201,Farmington,NH,03835,550,COD/COP,999,1,2015 nissan rogue,Runs,ENCLOSED,2023-01-25,10957858,Richard 470-560-3627,USA Carship Inc,(404) 835-7997,info@usacarship.com,96.8,Columbia,Boston - Cambridge - Quincy,33.986628,-81.024826,43.362176,-71.074979,01_25_2023_08_12,01_25_2023_15_58
CAR,lake bluff,IL,60044,seattle,WA,98112,1625,COD/COP,2033,1,2020 bmw 5 series,Runs,ENCLOSED,2023-01-25,145320,Not specified,SGT Auto Transport,(864) 546-5038,sgtautotransport@gmail.com,99.9,Chicago - Naperville - Joliet,Seattle - Tacoma - Bellevue,42.289506,-87.869862,47.631975,-122.287411,01_25_2023_08_12,01_25_2023_09_47
CAR,Northbrook,IL,60062,Sparks,NV,89436,1500,COD/COP,1923,1,2013 mercedes-benz s 350,Runs,ENCLOSED,2023-01-25,11054523,Frank||313 900 3836||ASAP,Profexo Inc,(313) 486-2166,info@profexoshipping.com,99.5,Chicago - Naperville - Joliet,Reno - Sparks,42.119974,-87.840922,39.606095,-119.704443,01_25_2023_08_12,01_25_2023_15_58
SUV,philadelphia,PA,19116,medina,WA,98039,2000,COD/COP,2817,1,2022 ford bronco,Runs,ENCLOSED,2023-01-25,30681983bw,at mahwah nj 07430 alex 646-777-1178,Brookwide Inc,(929) 592-3070,autodispatch@brookwide.com,99.8,Philadelphia - Camden - Wilmington,Seattle - Tacoma - Bellevue,40.116375,-75.014144,47.627636,-122.24317,01_25_2023_08_12,01_25_2023_09_32
CAR,Philadelphia,PA,19120,Houston,TX,77025,845,COD/COP,1576,1,2020 chevrolet corvette,Runs,ENCLOSED,2023-01-25,9252582,Emily||470-968-9036|| ready for pickup,USA Carship Inc,(404) 835-7997,info@usacarship.com,96.8,Philadelphia - Camden - Wilmington,Houston - Sugar Land - Baytown,40.03331,-75.117491,29.679892,-95.43108,01_25_2023_08_12,01_25_2023_15_58
PICKUP,Chicago,IL,60601,Jonesborough,TN,37659,500,COD/COP,600,1,1967 ford 100,Runs,ENCLOSED,2023-01-25,11144373,"fast dispatch text to 346-394-8189 Pick up Dayton, OH",GP Auto Logistics,(346) 660-3775,info@gpautologistics.com,98.4,Chicago - Naperville - Joliet,Johnson City,41.88502,-87.622387,36.285561,-82.472923,01_25_2023_08_12,01_25_2023_10_42
CAR,Chicago,IL,60610,Los Angeles,CA,90052,1600,FIVE_BUSINESS_DAYS,2020,1,2021 tesla model 3,Runs,ENCLOSED,2023-01-30,GOLD COAST EXOTICS,CONTACT GEORGE by Text 708-906-3000,Luxury Auto Xchange,(312) 555-1212,gc@luxuryautoxchange.com,97.8,Chicago - Naperville - Joliet,Los Angeles - Long Beach - Anaheim,41.900143,-87.635914,34.0522,-118.2429,01_25_2023_08_12,01_25_2023_15_58
CAR,chicago,IL,60610,north miami beach,FL,33160,1400,FIVE_BUSINESS_DAYS,1374,1,2023 rolls-royce ghost,Runs,ENCLOSED,2023-01-24,GOLD COAST EXOTICS,CONTACT GEORGE by Text 708-906-3000,Luxury Auto Xchange,(312) 555-1212,gc@luxuryautoxchange.com,97.8,Chicago - Naperville - Joliet,Miami - Fort Lauderdale - Pompano Beach,41.900143,-87.635914,25.940416,-80.13819,01_25_2023_08_12,01_25_2023_14_59
CAR,Malden,MA,02148,Carmel,IN,46032,575,COD/COP,958,1,2014 nissan altima,Runs,ENCLOSED,2023-01-25,10829532,Larry (404) 474 2655 || ASAP || Ready for dispatch,USA Carship Inc,(404) 835-7997,info@usacarship.com,96.8,Boston - Cambridge - Quincy,Indianapolis - Carmel,42.43279,-71.054417,39.972741,-86.177082,01_25_2023_08_12,01_25_2023_15_58
CAR,Sparks,NV,89431,Miami,FL,33155,2400,COD/COP,3068,1,1996 porsche 911,Runs,ENCLOSED,2023-01-25,10995606,Ready to go,USA Auto Shipping LLC,(678) 541-7568,ralph@usaautoship.com,99.7,Reno - Sparks,Miami - Fort Lauderdale - Pompano Beach,39.543034,-119.736852,25.736516,-80.310886,01_25_2023_08_12,01_25_2023_08_34
SUV,Newton Center,MA,02459,Winston Salem,NC,27106,815,COD/COP,811,1,2019 subaru crosstrek awd,Runs,ENCLOSED,2023-01-25,11052746,ASAP||Ready to Dispatch||Contract Sign||Sam||404-835-7301,USA Carship Inc,(404) 835-7997,info@usacarship.com,96.8,Boston - Cambridge - Quincy,Winston - Salem,42.312221,-71.1947,36.148011,-80.324205,01_25_2023_08_12,01_25_2023_15_58
PICKUP,Glen Rock,NJ,07452,Fairfield,IA,52556,1500,COD/COP,1036,1,1947 dodge m37,Runs,ENCLOSED,2023-01-25,11094743,height 7 ft 5 inches,Certified Auto Shippers LLC,(503) 760-3232,kathy@certifiedautoshippers.com,100.0,New York - Northern New Jersey - Long Island,Not specified,40.960638,-74.123216,41.024981,-91.921848,01_25_2023_08_12,01_25_2023_15_58
CAR,Clementon,NJ,08021,Kernersville,NC,27284,550,COD/COP,472,1,1973 opel gt,Runs,ENCLOSED,2023-01-25,10632772,Call or text 302 688 7711 / Signed contract,Pride Car Shipping Inc,(302) 772-4448,support@pridecarshipping.com,99.4,Philadelphia - Camden - Wilmington,Winston - Salem,39.804754,-75.006042,36.118256,-80.07602,01_25_2023_08_12,01_25_2023_15_58
SUV,Clementon,NJ,08021,High Point,NC,27260,505,COD/COP,477,1,2014 jeep wrangler,Runs,ENCLOSED,2023-01-25,10888348,Simon (404) 400-5293 || Ready for dispatch,USA Carship Inc,(404) 835-7997,info@usacarship.com,96.8,Philadelphia - Camden - Wilmington,Greensboro - High Point,39.804754,-75.006042,35.95657,-79.992752,01_25_2023_08_12,01_25_2023_15_58
SUV,Cherry Hill,NJ,08003,Prosper,TX,75078,1025,COD/COP,1470,1,2023 land rover defender,Runs,ENCLOSED,2023-01-25,10796932,770-881-7199 Text/Call Ready to Pick,Cheapautotrans Inc,(770) 881-7185,info@cheapautotrans.com,97.2,Philadelphia - Camden - Wilmington,Dallas - Fort Worth - Arlington,39.890037,-74.973617,33.262918,-96.805285,01_25_2023_08_12,01_25_2023_15_58
CAR,Bridgewater,NJ,08807,North Palm Beach,FL,33408,1100,COD/COP,1205,1,2005 cadillac xlr,Runs,ENCLOSED,2023-01-25,A-98789,Not specified,GetCarrier LLC 2,(203) 774-9777,dispatch@getcarrier.com,99.7,New York - Northern New Jersey - Long Island,Miami - Fort Lauderdale - Pompano Beach,40.592786,-74.616295,26.848664,-80.058839,01_25_2023_08_12,01_25_2023_08_18
CAR,Harrison,NJ,07029,Chicago,IL,60649,550,COD/COP,772,1,2007 toyota camry solara,Runs,ENCLOSED,2023-01-25,10948329,Anna 404-446-3911 / Ready for pick up,USA Carship Inc,(404) 835-7997,info@usacarship.com,96.8,New York - Northern New Jersey - Long Island,Chicago - Naperville - Joliet,40.743983,-74.15002,41.766152,-87.563464,01_25_2023_08_12,01_25_2023_15_58
CAR,paramus,NJ,07652,grayson,GA,30017,1000,TEN_BUSINESS_DAYS,867,1,2022 mercedes-benz s-class,Runs,ENCLOSED,2023-01-26,lt-31942,dealer to private,Loyal Transportation,(845) 926-1746,loyaltransport@hotmail.com,100.0,New York - Northern New Jersey - Long Island,Atlanta - Sandy Springs - Marietta,40.94459,-74.070169,33.886536,-83.960086,01_25_2023_08_12,01_25_2023_08_18
CAR,Oceanport,NJ,07757,Kitty Hawk,NC,27949,500,COD/COP,410,1,1966 ford mustang,Runs,ENCLOSED,2023-01-25,11103689,"Text ?(754) 223-9567 *Company name, PU and DO dates*","Mercury Auto Transport, Inc.1",(954) 239-2597,matt@mercuryautotransport.com,99.9,New York - Northern New Jersey - Long Island,Not specified,40.315196,-74.018836,36.136112,-75.729414,01_25_2023_08_12,01_25_2023_12_50
CAR,New Egypt,NJ,08533,West Fork,AR,72774,1300,COD/COP,1300,1,1969 chevrolet chevelle,Runs,ENCLOSED,2023-01-26,RM23405,Not specified,JDR Logistics LLC,(417) 718-3200,russellmooor@gmail.com,99.6,New York - Northern New Jersey - Long Island,Fayetteville - Springdale - Rogers,40.081881,-74.496446,35.87307,-94.215515,01_25_2023_08_12,01_25_2023_08_18
SUV,monroe township,NJ,08831,san diego,CA,92130,1800,COD/COP,2802,1,2014 toyota rav4,Runs,ENCLOSED,2023-01-31,1701086,Not specified,Montway LLC,(224) 220-0003,dispatch@montway.com,100.0,New York - Northern New Jersey - Long Island,San Diego - Carlsbad - San Marcos,40.331234,-74.41699,32.947024,-117.202204,01_25_2023_08_12,01_25_2023_15_58
CAR,Monmouth Junction,NJ,08852,Kansas City,MO,64152,900,COD/COP,1182,1,2022 acura tlx awd,Runs,ENCLOSED,2023-01-25,11040045,Daniel || 404 551 4548 ||,USA Carship Inc,(404) 835-7997,info@usacarship.com,96.8,New York - Northern New Jersey - Long Island,Kansas City,40.394588,-74.548626,39.217586,-94.74676,01_25_2023_08_12,01_25_2023_15_58
SUV,mahwah,NJ,07430,medina,WA,98039,2000,COD/COP,2853,1,2022 ford bronco,Runs,ENCLOSED,2023-01-25,30684900bw,no comment,Brookwide Inc,(929) 592-3070,autodispatch@brookwide.com,99.8,New York - Northern New Jersey - Long Island,Seattle - Tacoma - Bellevue,41.077976,-74.176374,47.627636,-122.24317,01_25_2023_08_12,01_25_2023_09_28
PICKUP,Wake Forest,NC,27587,San Diego,CA,92101,1800,COD/COP,2553,1,1955 chevrolet 3100 short bed,Runs,ENCLOSED,2023-01-26,11093490,call/text 561-232-2937,Nationwide Transport Services LLC,(754) 732-0333,central@nationwidetransportservices.com,100.0,Raleigh - Cary,San Diego - Carlsbad - San Marcos,35.981296,-78.550181,32.719907,-117.180528,01_25_2023_08_12,01_25_2023_12_50
CAR,Thomasville,NC,27360,Castle Rock,CO,80104,1300,COD/COP,1579,1,1994 dodge viper,Runs,ENCLOSED,2023-01-24,11139740,954-906-9180 Dispatch!,Auto Transport On Demand LLC,(866) 945-5979,dispatch@autotransport-ondemand.com,98.7,Winston - Salem,Denver - Aurora,35.863779,-80.101318,39.303926,-104.821485,01_25_2023_08_12,01_25_2023_08_47
CAR,Raleigh,NC,27606,Naples,FL,34108,640,COD/COP,805,1,1958 porsche speedter replica,Runs,ENCLOSED,2023-01-25,3662 Porsche 356 Replica,Send text with order ID and company Name and I will call you,Arrange Transport,(757) 280-1580,arrangecartransport@gmail.com,100.0,Raleigh - Cary,Naples - Marco Island,35.737593,-78.721192,26.244492,-81.808154,01_25_2023_08_12,01_25_2023_15_58
SUV,Morrisville,NC,27560,Oakland,CA,94611,1500,COD/COP,2820,1,2021 jeep grand cherokee hellcat,Runs,ENCLOSED,2023-01-25,10524846,Call or text 4075300622,Nationwide Transport Services LLC,(754) 732-0333,central@nationwidetransportservices.com,100.0,Raleigh - Cary,San Francisco - Oakland - Fremont,35.861991,-78.818149,37.83611,-122.219253,01_25_2023_08_12,01_25_2023_15_58
CAR,Sanbornville,NH,03872,Venice,FL,34293,1400,COD/COP,1508,1,1966 chevrolet corvette,Runs,ENCLOSED,2023-01-25,Not specified,Not specified,Ideal Classic Cars,(941) 966-1900,idealclassiccars@gmail.com,81.8,Not specified,North Port - Bradenton - Sarasota,43.584992,-71.038237,27.041813,-82.350172,01_25_2023_08_12,01_25_2023_15_58
CAR,nashua,NH,03060,san antonio,TX,78249,1525,COD/COP,2063,1,2023 bmw i7,Runs,ENCLOSED,2023-01-25,507004,Not specified,"Preowned Auto Logistics, Inc.",(978) 542-1955 x1,info@palmoves.com,100.0,Manchester - Nashua,San Antonio - New Braunfels,42.734521,-71.462396,29.569389,-98.613938,01_25_2023_08_12,01_25_2023_08_18
CAR,Meredith,NH,03253,Saint Petersburg,FL,33705,1300,TWO_BUSINESS_DAYS,1464,1,2000 jaguar xkr,Runs,ENCLOSED,2023-01-24,4028-NH-FL,Paige - 704-402-5007 Tel/Text Hardside,"Sterling Productions, LP",(704) 402-5007,paige@splpautotransport.com,100.0,Not specified,Tampa - St. Petersburg - Clearwater,43.6177,-71.478163,27.74337,-82.643724,01_25_2023_08_12,01_25_2023_15_58
