Vehicle Type,Pickup City,Pickup State,Pickup ZIP,Delivery City,Delivery State,Delivery ZIP,Rate,Payment Method,Distance,Veh_qty,Vehicle Info,Vehicle Condition,Trailer Type,Pick-Up Date,Order ID,Additional Info,Company Name,Phone,Email,Rating,Pickup metro area,Delivery metro area,P_lat,P_lon,D_lat,D_lon,Time_first,Time_last
CAR,Las Vegas,NV,89199,hood river,OR,97031,1101,COD/COP,1047,1,1941 ford deluxe,Runs,ENCLOSED,2023-02-10,22819,Not specified,Sweet Spot Transport,(954) 243-2295,ronaldjstewart@gmail.com,100.0,Las Vegas - Paradise,Not specified,36.1743,-115.1391,45.563575,-121.660007,02_03_2023_08_42,02_03_2023_14_50
CAR,Las Vegas,NV,89146,Tulsa,OK,74114,1000,FIFTEEN_BUSINESS_DAYS,1236,1,2023 ferrari 296 gtb,Runs,ENCLOSED,2023-02-08,38818,Not specified,Beacon Shipping Logistics,(401) 525-0654,dispatch@bslusa.com,100.0,Las Vegas - Paradise,Tulsa,36.142398,-115.22485,36.126074,-95.948338,02_03_2023_08_42,02_03_2023_14_50
CAR,Las Vegas,NV,89102,Camillus,NY,13031,1950,COD/COP,2406,1,1987 porsche 944,Runs,ENCLOSED,2023-02-02,301157492,Not specified,Corsia Logistics,(818) 850-5258,info@corsia.us,100.0,Las Vegas - Paradise,Syracuse,36.142723,-115.180873,43.048294,-76.296796,02_03_2023_08_42,02_03_2023_14_50
CAR,las vegas,NV,89117,salt lake city,UT,84106,1000,COD/COP,429,1,2008 tesla roadster,Runs,ENCLOSED,2023-02-06,r561217,Not specified,RoadRunner Auto Transport,(516) 605-2666,dispatch@v2logistics.com,99.9,Las Vegas - Paradise,Salt Lake City,36.142384,-115.279341,40.706464,-111.855032,02_03_2023_08_42,02_03_2023_08_49
SUV,Las Vegas,NV,89135,Reno,NV,89509,400,TWO_BUSINESS_DAYS,454,1,2023 mercedes-benz mercedes-amg gle coupe,Runs,ENCLOSED,2023-02-02,1926,Not specified,BHJ Trading Inc,(313) 802-8388,bhjtradinginc@gmail.com,100.0,Las Vegas - Paradise,Reno - Sparks,36.12114,-115.350771,39.497002,-119.828246,02_03_2023_08_42,02_03_2023_09_05
CAR,Las Vegas,NV,89120,Scottsdale,AZ,85260,450,COD/COP,289,1,2019 lamborghini lp580,Runs,ENCLOSED,2023-02-02,Not specified,Not specified,Spady Auto Group LLC,(480) 721-6461,spadyautogroup@gmail.com,100.0,Las Vegas - Paradise,Phoenix - Mesa - Glendale,36.076705,-115.089514,33.610962,-111.890114,02_03_2023_08_42,02_03_2023_14_50
CAR,Las Vegas,NV,89118,Clermont,FL,34711,1600,TEN_BUSINESS_DAYS,2294,1,2019 porsche 911,Runs,ENCLOSED,2023-02-07,11186968,"QuickPay or Net-10, call/txt 413 219 8203",Fox Auto Transport,(617) 933-8912,customercare@foxautotransport.com,99.8,Las Vegas - Paradise,Orlando - Kissimmee - Sanford,36.0784,-115.21193,28.519622,-81.748256,02_03_2023_08_42,02_03_2023_13_39
CAR,Las Vegas,NV,89131,West Palm Beach,FL,33407,1300,TWO_BUSINESS_DAYS,2477,1,2021 mercedes benz c300,Runs,ENCLOSED,2023-02-13,29376008,562-386-5034 DISPATCH PU 2/13 NOT BEFORE,Auto Relocation Specialist,(360) 600-6080,kathy@autorelocationspc.com,100.0,Las Vegas - Paradise,Miami - Fort Lauderdale - Pompano Beach,36.305996,-115.246109,26.757242,-80.090772,02_03_2023_08_42,02_03_2023_14_50
PICKUP,Las Vegas,NV,89103,Forsyth,GA,31029,1500,COD/COP,2032,1,2017 ford f-150,Runs,ENCLOSED,2023-02-04,Contact Dan Directly to Book - 909-441-8461,Not specified,Vegas Auto Gallery,(702) 782-8882,ed@vegasautogallery.com,94.9,Las Vegas - Paradise,Macon,36.111646,-115.211941,33.025365,-83.924234,02_03_2023_08_42,02_03_2023_14_11
CAR,las vegas,NV,89110,arcadia,CA,91006,400,COD/COP,262,1,2007 porsche 911,Runs,ENCLOSED,2023-02-07,1716413,call/text 224-300-5380,Montway LLC,(224) 220-0003,dispatch@montway.com,100.0,Las Vegas - Paradise,Los Angeles - Long Beach - Anaheim,36.173908,-115.052913,34.134384,-118.032442,02_03_2023_08_42,02_03_2023_14_50
CAR,Las Vegas,NV,89134,Los Angeles,CA,90049,450,COD/COP,299,1,2022 tesla model s,Runs,ENCLOSED,2023-02-14,GOOG89,Not specified,Royal Quality Logistics Inc,(702) 675-0069,royalqualitylogistics@gmail.com,100.0,Las Vegas - Paradise,Los Angeles - Long Beach - Anaheim,36.197818,-115.310378,34.086348,-118.48826,02_03_2023_08_42,02_03_2023_14_50
CAR,las vegas,NV,89118,corpus christi,TX,78418,1150,COD/COP,1438,1,2019 utv can-am maverick,Runs,ENCLOSED,2023-02-03,30038,have contract full pmt 702-342-1058,American Auto Shipping,(702) 342-1058,dispatch@americanautoshipping.com,100.0,Las Vegas - Paradise,Corpus Christi,36.0784,-115.21193,27.643602,-97.248616,02_03_2023_08_42,02_03_2023_14_50
CAR,Las Vegas,NV,89149,Concord,NC,28025,1000,IMMEDIATELY,2238,1,2021 audi rs5,Runs,ENCLOSED,2023-01-30,28632602,http:iTruckify.com/dkvxz,Iship Auto Transport LLC,(862) 298-5469,info@ishiptransport.com,100.0,Las Vegas - Paradise,Charlotte - Gastonia - Rock Hill,36.27865,-115.286877,35.378204,-80.524292,02_03_2023_08_42,02_03_2023_14_50
SUV,Las Vegas,NV,89118,Boulder,CO,80305,800,FIFTEEN_BUSINESS_DAYS,766,1,2023 land rover defender 110,Runs,ENCLOSED,2023-02-11,9345-CR,Not specified,Executive Auto Transport LLC,(774) 304-1197,executive.autotrans@gmail.com,99.9,Las Vegas - Paradise,Boulder,36.0784,-115.21193,39.975573,-105.25358,02_03_2023_08_42,02_03_2023_14_50
CAR,Las Vegas,NV,89199,Boston,MA,02205,2000,COD/COP,2729,1,1922 ford hot rod bucket t,Runs,ENCLOSED,2023-02-01,"004756 actually Chloride, AZ to Naples, me",call 818-431-8173 or txt 323-9208877,AMPM Auto Transport,(818) 956-5666,info@ampmautotransport.com,100.0,Las Vegas - Paradise,Boston - Cambridge - Quincy,36.1743,-115.1391,42.3512,-71.0536,02_03_2023_08_42,02_03_2023_10_24
CAR,Henderson,NV,89014,Holden,MA,01520,1150,COD/COP,2697,1,2016 jaguar f-type,Runs,ENCLOSED,2023-02-03,10755935,(770) 573-9144 call/text PU ASAP,Cheapautotrans Inc,(770) 881-7185,info@cheapautotrans.com,97.2,Las Vegas - Paradise,Worcester,36.058827,-115.057395,42.333798,-71.853266,02_03_2023_08_42,02_03_2023_14_50
CAR,Henderson,NV,89074,Texarkana,TX,75503,1150,COD/COP,1341,1,1965 ford thunderbird,Runs,ENCLOSED,2023-02-02,THUNDERBIRD,CALL SAM 310-437-9588,Howden Enterprises,(562) 202-2337,sclusa@hotmail.com,100.0,Las Vegas - Paradise,Texarkana TX - Texarkana,36.031252,-115.073868,33.517232,-94.130213,02_03_2023_08_42,02_03_2023_14_50
CAR,henderson,NV,89012,franklin park,NJ,08823,1600,COD/COP,2538,1,2014 honda accord,Runs,ENCLOSED,2023-02-03,1713731,Not specified,Montway LLC,(224) 220-0003,dispatch@montway.com,100.0,Las Vegas - Paradise,New York - Northern New Jersey - Long Island,36.008494,-115.039983,40.438364,-74.56708,02_03_2023_08_42,02_03_2023_09_39
SUV,henderson,NV,89014,franklin,TN,37064,1400,COD/COP,1780,1,2023 land rover range rover sport,Runs,ENCLOSED,2023-02-08,29376257,call/text mike 224-707-4081,Guardian Auto Transport LLC,(224) 707-4076,dispatch@guardianautotransport.com,100.0,Las Vegas - Paradise,Nashville-Davidson - Murfreesboro - Franklin,36.058827,-115.057395,35.883237,-86.961133,02_03_2023_08_42,02_03_2023_14_50
PICKUP,henderson,NV,89002,miami,FL,33132,1950,COD/COP,2521,1,2022 ford f-150 crew cab short bed,Runs,ENCLOSED,2023-02-02,1715707,"actual p/u in fort mohave,az 86426.",Montway LLC,(224) 220-0003,dispatch@montway.com,100.0,Las Vegas - Paradise,Miami - Fort Lauderdale - Pompano Beach,35.998478,-114.9589,25.781664,-80.170074,02_03_2023_08_42,02_03_2023_13_48
SUV,Henderson,NV,89014,Longmont,CO,80504,1000,COD/COP,789,1,2022 ford bronco,Runs,ENCLOSED,2023-02-03,11223415,**ASAP! Please call or text Jacob@ 954-655-4296**,Across America Auto Relocation LLC,954-655-4296,acrossamericaautorel@gmail.com,98.2,Las Vegas - Paradise,Greeley,36.058827,-115.057395,40.165272,-105.016554,02_03_2023_08_42,02_03_2023_14_50
CAR,north bergen,NJ,07047,petaluma,CA,94954,1600,COD/COP,2899,1,2003 bmw m3,Runs,ENCLOSED,2023-02-10,253963-69895,Not specified,Nexus AT LLC,(224) 265-0677,dispatch@nexusautotransport.com,99.9,New York - Northern New Jersey - Long Island,Santa Rosa - Petaluma,40.790389,-74.020966,38.222404,-122.559603,02_03_2023_08_42,02_03_2023_14_50
CAR,north bergen,NJ,07047,fremont,CA,94536,1600,COD/COP,2926,1,2003 bmw m3,Runs,ENCLOSED,2023-02-10,253963-69896,"destination: petaluma,ca 94954",Nexus AT LLC,(224) 265-0677,dispatch@nexusautotransport.com,99.9,New York - Northern New Jersey - Long Island,San Francisco - Oakland - Fremont,40.790389,-74.020966,37.56699,-121.982656,02_03_2023_08_42,02_03_2023_14_50
CAR,Monmouth Junction,NJ,08852,Kansas City,MO,64152,900,COD/COP,1182,1,2022 acura tlx awd,Runs,ENCLOSED,2023-02-03,11040045,Daniel || 404 551 4548 ||,USA Carship Inc,(404) 835-7997,info@usacarship.com,96.9,New York - Northern New Jersey - Long Island,Kansas City,40.394588,-74.548626,39.217586,-94.74676,02_03_2023_08_42,02_03_2023_14_50
SUV,Middlesex,NJ,08846,Seattle,WA,98108,2000,FIVE_BUSINESS_DAYS,2851,1,2022 ford bronco,Runs,ENCLOSED,2023-02-01,Bronco-NJ-WA,please text 908-229-7074 for dispatch,Sixty Four Motorcars LLC,908-229-7074,64motorcars@gmail.com,99.4,New York - Northern New Jersey - Long Island,Seattle - Tacoma - Bellevue,40.574029,-74.498354,47.541083,-122.313312,02_03_2023_08_42,02_03_2023_14_50
CAR,Meredith,NH,03253,Minneapolis,MN,55429,1200,TWO_BUSINESS_DAYS,1423,1,1962 volkswagen beetle,Runs,ENCLOSED,2023-02-06,ORDER 4030-NH-MN,Paige - 704-402-5007 Tel/Text ,"Sterling Productions, LP",(704) 402-5007,paige@splpautotransport.com,100.0,Not specified,Minneapolis - St. Paul - Bloomington,43.6177,-71.478163,45.063892,-93.340708,02_03_2023_08_42,02_03_2023_14_50
CAR,Manchester,NH,03103,Richmond,VA,23232,600,THIRTY_BUSINESS_DAYS,595,1,1993 toyota supra,Inop,ENCLOSED,2023-02-07,RD80237,"Actual PU:  Cambridge, MA; DEL: Newark, DE",RCG Logistics LLC 1,(916) 573-6599,ship@rcglogistics.com,100.0,Manchester - Nashua,Richmond,42.940893,-71.444068,37.544,-77.4507,02_03_2023_08_42,02_03_2023_14_50
CAR,keene,NH,03431,erie,PA,16505,550,COD/COP,473,1,1997 cadillac deville,Runs,ENCLOSED,2023-01-21,30551619-uf0,no comment,United Freeway Transportation LLC,(610) 756-7472,uftransportation2021@gmail.com,99.8,Not specified,Erie,42.976078,-72.276523,42.113985,-80.148263,02_03_2023_08_42,02_03_2023_14_50
CAR,Greenland,NH,03840,Stratford,WI,54484,1200,COD/COP,1321,1,1965 ford mustang,Runs,ENCLOSED,2023-02-03,Not specified,call/txt 516-946-9347 dispatch ,Dukes Auto Inc,(516) 946-9347,theautoshippers@hotmail.com,99.8,Boston - Cambridge - Quincy,Wausau,43.032582,-70.850056,44.799904,-90.07316,02_03_2023_08_42,02_03_2023_14_50
SUV,conway,NH,03818,buckhannon,WV,26201,900,COD/COP,791,1,2011 land rover range rover sport,Runs,ENCLOSED,2023-02-03,30576622-uf,asap call or text 610 756-7407,United Freeway Transportation LLC,(610) 756-7472,uftransportation2021@gmail.com,99.8,Not specified,Not specified,43.966632,-71.236342,38.997463,-80.194018,02_03_2023_08_42,02_03_2023_14_50
SUV,Colebrook,NH,03576,Henrico,VA,23294,1200,TWO_BUSINESS_DAYS,722,1,2019 toyota rav4,Runs,ENCLOSED,2023-02-03,JS45299-3,Dealer to Dealer - Matt 774-855-1473 / TXT 508-868-1004,JS Transport Services Inc. 1,(888) 909-4550,info@jstransportservices.com,100.0,Not specified,Richmond,44.8964,-71.39544,37.628006,-77.543697,02_03_2023_08_42,02_03_2023_11_55
PICKUP,Candia,NH,03034,Mount Pleasant,IA,52641,1425,COD/COP,1275,1,2018 ram 1500 4wd,Runs,ENCLOSED,2023-02-03,11144813,Nick|| 404-835-7836|| ASAP,USA Carship Inc,(404) 835-7997,info@usacarship.com,96.9,Boston - Cambridge - Quincy,Not specified,43.070868,-71.312028,41.019813,-91.59576,02_03_2023_08_42,02_03_2023_14_50
CAR,BEDFORD,NH,03110,FRANKLIN,TN,37067,1200,TWO_BUSINESS_DAYS,1145,1,2022 backdraft shelby cobra,Runs,ENCLOSED,2023-02-02,BS91700,Not specified,Blue Star Auto Movers,(954) 717-9884,dtorres@bluestarautomovers.com,99.9,Manchester - Nashua,Nashville-Davidson - Murfreesboro - Franklin,42.939248,-71.534653,35.908356,-86.777932,02_03_2023_08_42,02_03_2023_12_47
CAR,Verdon,NE,68457,San Jose,CA,95124,1000,COD/COP,1745,1,1949 mercury coupe,Runs,ENCLOSED,2023-02-02,11245371,Danny || 404-551-4265 || ready to dispatch,USA Carship Inc,(404) 835-7997,info@usacarship.com,96.9,Not specified,San Jose - Sunnyvale - Santa Clara,40.131122,-95.72801,37.255446,-121.92535,02_03_2023_08_42,02_03_2023_14_50
CAR,plattsmouth,NE,68048,cold spring harbor,NY,11724,900,COD/COP,1299,1,1995 chevrolet corvette,Runs,ENCLOSED,2023-01-26,5958,delivery after february 7th pmt: net15,Optimus Transport,(213) 461-5033,optimus1transport@gmail.com,99.6,Omaha - Council Bluffs,New York - Northern New Jersey - Long Island,40.96935,-95.949839,40.861176,-73.453387,02_03_2023_08_42,02_03_2023_14_50
CAR,Plattsmouth,NE,68048,Lewisville,TX,75077,770,COD/COP,610,1,1941 willys-overland coupe,Runs,ENCLOSED,2023-02-01,29290519,http:iTruckify.com/07y6f,Easy Auto Ship LLC,(330) 208-2431,dispatch@easyautoship.net,100.0,Omaha - Council Bluffs,Dallas - Fort Worth - Arlington,40.96935,-95.949839,33.078945,-97.077552,02_03_2023_08_42,02_03_2023_10_08
CAR,omaha,NE,68154,alexandria,VA,22304,900,COD/COP,1173,1,2023 cadillac ct5,Runs,ENCLOSED,2023-02-04,3995299-at,ready feb 4,Ultimate Transport 123,(888) 885-9123 x3,dispatch@ultimatetransport123.com,100.0,Omaha - Council Bluffs,Washington - Arlington - Alexandria,41.263118,-96.117136,38.812167,-77.126406,02_03_2023_08_42,02_03_2023_10_24
CAR,Omaha,NE,68118,Pelham,NY,10803,1400,COD/COP,1276,1,2023 audi r8,Runs,ENCLOSED,2023-02-03,203397768,call  or text 516 906 9838,Number 1 Auto Transport Group Inc.,(516) 544-4044,dispatch@number1autotransport.com,100.0,Omaha - Council Bluffs,New York - Northern New Jersey - Long Island,41.263003,-96.180039,40.90454,-73.805904,02_03_2023_08_42,02_03_2023_10_08
CAR,Lincoln,NE,68514,Skokie,IL,60076,600,COD/COP,524,1,1970 chevrolet camaro,Runs,ENCLOSED,2023-02-10,Not specified,Not specified,Restore a Muscle Car LLC,(402) 730-4719,sales@restoreamusclecar.com,99.1,Lincoln,Chicago - Naperville - Joliet,40.932189,-96.652517,42.03821,-87.728065,02_03_2023_08_42,02_03_2023_14_50
