Vehicle Type,Pickup City,Pickup State,Pickup ZIP,Delivery City,Delivery State,Delivery ZIP,Rate,Payment Method,Distance,Veh_qty,Vehicle Info,Vehicle Condition,Trailer Type,Pick-Up Date,Order ID,Additional Info,Company Name,Phone,Email,Rating,Pickup metro area,Delivery metro area,P_lat,P_lon,D_lat,D_lon,Time_first,Time_last
CAR,Elba,NY,14058,North Lima,OH,44452,500,COD/COP,242,1,2015 race car chassis only race car chassis only,Runs,ENCLOSED,2023-01-27,VD80N6YDV,call/text Mariano or Azucena Cell-650-410-3207,Freight Connect Logistics LLC,(719) 426-3244,info@freightconnectlogistics.com,93.1,Not specified,Youngstown - Warren - Boardman,43.10613,-78.174994,40.952288,-80.659731,01_30_2023_07_25,01_30_2023_08_07
SUV,Brooklyn,NY,11234,Riverside,CA,92506,2200,TEN_BUSINESS_DAYS,2775,1,2021 mercedes-benz g63 amg,Runs,ENCLOSED,2023-01-29,10778869,Text 954-825-6091,"ShipYourCarNow, LLC",(917) 933-5723,cdfdtest@shipyourcarnow.com,99.5,New York - Northern New Jersey - Long Island,Riverside - San Bernardino - Ontario,40.609762,-73.910664,33.93272,-117.349823,01_30_2023_07_25,01_30_2023_08_07
CAR,Brooklyn,NY,11208,Long Beach,CA,90804,2300,COD/COP,2825,1,1957 chevrolet belair,Runs,ENCLOSED,2023-01-29,NY to CA,text Vita 213-700-0336,RollOut Transport,(213) 700-0336,rollouttransport@gmail.com,100.0,New York - Northern New Jersey - Long Island,Los Angeles - Long Beach - Anaheim,40.674837,-73.871913,33.786203,-118.145179,01_30_2023_07_25,01_30_2023_08_07
SUV,brooklyn,NY,11232,ithaca,NY,14850,600,COD/COP,229,1,2023 porsche macan,Runs,ENCLOSED,2023-01-31,30410669rm,hardsided only text 239-329-7112,RMS Auto Brokers,(239) 250-7639,sales@soexinc.com,99.4,New York - Northern New Jersey - Long Island,Ithaca,40.657236,-74.002868,42.406709,-76.518425,01_30_2023_07_25,01_30_2023_08_07
CAR,Brooklyn,NY,11235,Humble,TX,77338,900,COD/COP,1642,1,2019 honda accord,Runs,ENCLOSED,2023-01-30,10072477,TEXT 561-232-2448,Nationwide Transport Services LLC,(754) 732-0333,central@nationwidetransportservices.com,100.0,New York - Northern New Jersey - Long Island,Houston - Sugar Land - Baytown,40.584576,-73.940203,30.009467,-95.292984,01_30_2023_07_25,01_30_2023_08_07
SUV,bronx,NY,10473,los angeles,CA,90045,2300,COD/COP,2819,1,2021 mercedes g-class,Runs,ENCLOSED,2023-01-27,250703-68714,Not specified,Nexus AT LLC,(224) 265-0677,dispatch@nexusautotransport.com,99.9,New York - Northern New Jersey - Long Island,Los Angeles - Long Beach - Anaheim,40.816461,-73.862173,33.955074,-118.402,01_30_2023_07_25,01_30_2023_08_07
CAR,brockport,NY,14420,mansfield,PA,16933,500,COD/COP,142,1,2023 chevrolet corvette,Runs,ENCLOSED,2023-01-30,2623-04610,p#855-606-1655,Sherpa Auto Transport LLC 3,(855) 606-1655,dispatch+3@sherpaautotransport.com,100.0,Rochester,Not specified,43.209971,-77.914262,41.82955,-77.057707,01_30_2023_07_25,01_30_2023_08_07
CAR,brockport,NY,14420,mansfield,PA,16933,550,COD/COP,142,1,2023 chevrolet corvette,Runs,ENCLOSED,2023-01-30,250476-68667,Not specified,Nexus AT LLC,(224) 265-0677,dispatch@nexusautotransport.com,99.9,Rochester,Not specified,43.209971,-77.914262,41.82955,-77.057707,01_30_2023_07_25,01_30_2023_08_07
SUV,briarcliff manor,NY,10510,austin,TX,78702,1400,IMMEDIATELY,1779,1,2022 ford bronco,Runs,ENCLOSED,2023-01-28,20191513,Not specified,Windsor Auto Transport LLC,(760) 898-6824,ricpdx2000@aol.com,100.0,New York - Northern New Jersey - Long Island,Austin - Round Rock - San Marcos,41.142792,-73.841185,30.263915,-97.71366,01_30_2023_07_25,01_30_2023_08_07
PICKUP,Brewster,NY,10509,Magnolia,TX,77354,1600,COD/COP,1731,1,2012 ford f-150,Runs,ENCLOSED,2023-01-31,F150 Raptor,Not specified,Meccanic Shop North Inc,(203) 923-6120,diane@1600veloce.com,98.2,New York - Northern New Jersey - Long Island,Houston - Sugar Land - Baytown,41.418603,-73.597038,30.209785,-95.662342,01_30_2023_07_25,01_30_2023_08_07
PICKUP,batavia,NY,14020,richards,TX,77873,1540,COD/COP,1496,1,2022 ram ram pickup 1500 classic,Runs,ENCLOSED,2023-01-30,1709783,Not specified,Montway LLC,(224) 220-0003,dispatch@montway.com,100.0,Not specified,Not specified,42.98971,-78.224356,30.572971,-95.78675,01_30_2023_07_25,01_30_2023_08_07
CAR,Baldwinsville,NY,13027,Homer City,PA,15748,500,COD/COP,317,1,1965 ford mustang,Runs,ENCLOSED,2023-01-26,65MUST5937-PA,Not specified,Hansterers Hot Rods,(724) 915-8020,john@hanksters.com,100.0,Syracuse,Not specified,43.162754,-76.363704,40.521474,-79.115306,01_30_2023_07_25,01_30_2023_08_07
PICKUP,brooklyn,NY,11211,oklahoma city,OK,73102,1750,COD/COP,1457,1,2004 toyota tundra,Runs,ENCLOSED,2023-02-01,30886042-us,865 606-8191 call or text,US Star Trucking LLC,(865) 730-4992,usstartrucking@gmail.com,99.7,New York - Northern New Jersey - Long Island,Oklahoma City,40.711666,-73.946422,35.471526,-97.51889,01_30_2023_07_25,01_30_2023_08_07
CAR,elmsford,NY,10523,valdosta,GA,31601,1600,COD/COP,1021,1,1971 triumph tr6,Runs,ENCLOSED,2023-01-30,r562330,call or request online: v2d&period;io/1nr7ym,AM3 Freight Operations,(516) 719-2887,dispatch@v2logistics.com,99.4,New York - Northern New Jersey - Long Island,Valdosta,41.06022,-73.819639,30.753316,-83.350791,01_30_2023_07_25,01_30_2023_08_07
CAR,elmsford,NY,10523,thomasville,GA,31792,1525,COD/COP,1061,1,1971 triumph tr6,Runs,ENCLOSED,2023-01-27,r562330,-call or request online: v2d&period;io/1nr6vt,RoadRunner Auto Transport,(516) 605-2666,dispatch@v2logistics.com,99.9,New York - Northern New Jersey - Long Island,Not specified,41.06022,-73.819639,30.80116,-84.080722,01_30_2023_07_25,01_30_2023_08_07
CAR,farmingdale,NY,11735,westminster,CA,92683,1900,COD/COP,2836,1,2012 mclaren mp4-12c,Runs,ENCLOSED,2023-01-30,30911223-us,asap 8653266677,US Star Trucking LLC,(865) 730-4992,usstartrucking@gmail.com,99.7,New York - Northern New Jersey - Long Island,Los Angeles - Long Beach - Anaheim,40.73245,-73.433781,33.749095,-117.993666,01_30_2023_07_25,01_30_2023_08_07
SUV,new york,NY,10010,sherman oaks,CA,91403,2250,COD/COP,2808,1,2021 cadillac escalade,Runs,ENCLOSED,2023-01-30,1694854,Not specified,Montway LLC,(224) 220-0003,dispatch@montway.com,100.0,New York - Northern New Jersey - Long Island,Los Angeles - Long Beach - Anaheim,40.738634,-73.982937,34.145572,-118.466216,01_30_2023_07_25,01_30_2023_08_07
CAR,new york,NY,10001,richland,WA,99352,1600,COD/COP,2752,1,1950 buick roadmaster,Runs,ENCLOSED,2023-01-30,70737159-br,call me asap 929 299 4340,Brookwide Inc,(929) 592-3070,autodispatch@brookwide.com,99.8,New York - Northern New Jersey - Long Island,Kennewick - Richland - Pasco,40.7508,-73.996122,46.249723,-119.302544,01_30_2023_07_25,01_30_2023_08_07
SUV,mount sinai,NY,11766,port saint lucie,FL,34987,850,COD/COP,1242,1,2019 range rover sport sport,Runs,ENCLOSED,2023-01-25,31528573-je,asap call or text at 415 683-7406,Elite Auto Shipping,(516) 559-5542 x5,serge@eliteautoshipping.com,99.6,New York - Northern New Jersey - Long Island,Port St. Lucie,40.933738,-73.010251,27.290974,-80.496789,01_30_2023_07_25,01_30_2023_08_07
CAR,Melville,NY,11747,Boca Raton,FL,33431,1200,COD/COP,1289,1,2021 bmw m3,Runs,ENCLOSED,2023-02-13,11122534,PU NO LATER THAN 17th,Stateway Auto Transportation,(847) 345-4220,management@statewayauto.com,99.3,New York - Northern New Jersey - Long Island,Miami - Fort Lauderdale - Pompano Beach,40.785118,-73.404965,26.378146,-80.102036,01_30_2023_07_25,01_30_2023_08_07
PICKUP,Medford,NY,11763,London,KY,40741,1200,COD/COP,821,1,2019 chevrolet silverado 1500,Inop,ENCLOSED,2023-01-30,10852589,"IAA to dealer, forklift at both ends, ready txt 754-799-4790","Mercury Auto Transport, Inc.1",(954) 239-2597,matt@mercuryautotransport.com,99.9,New York - Northern New Jersey - Long Island,Not specified,40.831632,-72.978593,37.144548,-84.090874,01_30_2023_07_25,01_30_2023_08_07
PICKUP,Malta,NY,12020,Waterford,WI,53185,950,COD/COP,889,1,1950 chevrolet pick up,Runs,ENCLOSED,2023-01-31,E53185-JP - Call Jimmy @ 816-863-4299 / 24-7 !!!,Not specified,Total Care Trans,(816) 326-7290,nate@totalcaretrans.com,99.9,Albany - Schenectady - Troy,Racine,43.004414,-73.867954,42.787004,-88.209086,01_30_2023_07_25,01_30_2023_08_07
CAR,Lockport,NY,14094,Zelienople,PA,16063,500,FIFTEEN_BUSINESS_DAYS,215,1,2001 plymouth prowler,Runs,ENCLOSED,2023-01-27,2583b Call or text 774-368-8803 for dispatch,Call or text 774-368-8803 for dispatch,Princeton Transport Inc,(774) 368-8019,princetontransport21@gmail.com,100.0,Buffalo - Niagara Falls,Pittsburgh,43.17051,-78.700736,40.7495,-80.120336,01_30_2023_07_25,01_30_2023_08_04
CAR,lockport,NY,14094,whitehall,PA,18052,450,COD/COP,328,1,1997 chevrolet camaro,Runs,ENCLOSED,2023-01-27,7857873,Not specified,Acertus,(314) 334-3400,dispatch@metrogistics.com,99.9,Buffalo - Niagara Falls,Allentown - Bethlehem - Easton,43.17051,-78.700736,40.657236,-75.502468,01_30_2023_07_25,01_30_2023_08_07
SUV,latham,NY,12110,lakeway,TX,78734,1600,COD/COP,1851,1,2023 ford bronco,Runs,ENCLOSED,2023-01-30,30528309sf,call or text asap 610-871-5500signed contract,SAFE AUTO TRUCKING LLC,(610) 871-7777,safeautotruckingcd@gmail.com,100.0,Albany - Schenectady - Troy,Austin - Round Rock - San Marcos,42.75534,-73.780868,30.38223,-97.956389,01_30_2023_07_25,01_30_2023_08_07
SUV,Kings Park,NY,11754,Aspen,CO,81611,2250,TEN_BUSINESS_DAYS,2027,1,2023 porsche macan,Runs,ENCLOSED,2023-01-28,61561 - DEL 2/1 OR AFTER. TEXT ONLY 310-345-9260,Not specified,Nationwide Logistics Inc,(310) 921-4053,nick@plyconvanlines.com,97.0,New York - Northern New Jersey - Long Island,Not specified,40.889334,-73.248558,39.138938,-106.779889,01_30_2023_07_25,01_30_2023_08_07
CAR,Jamaica,NY,11433,Memphis,TN,38112,1250,TWO_BUSINESS_DAYS,1107,1,1994 porsche 911,Runs,ENCLOSED,2023-01-31,13029 Porsche 964 RSA,BROKER PAY Must have adequate insurance,Exim-Cars LLC,(859) 333-0445,danny@exim-cars.com,100.0,New York - Northern New Jersey - Long Island,Memphis,40.697441,-73.786854,35.144974,-89.981528,01_30_2023_07_25,01_30_2023_08_07
CAR,Hyde Park,NY,12538,Greenacres,WA,99016,2100,COD/COP,2603,1,1955 chevrolet bel air,Runs,ENCLOSED,2023-01-27,11176897,Not specified,"ShipYourCarNow, LLC",(917) 933-5723,cdfdtest@shipyourcarnow.com,99.5,Poughkeepsie - Newburgh - Middletown,Spokane,41.790443,-73.884744,47.631638,-117.138165,01_30_2023_07_25,01_30_2023_08_07
CAR,Huntington,NY,11743,Moores Hill,IN,47032,985,COD/COP,739,1,2018 chevrolet camaro,Runs,ENCLOSED,2023-01-30,774 696 6095 rob guy,774 696 6095 call or text,Tomcat Motors,(774) 696-6095,bigblockmarro@yahoo.com,100.0,New York - Northern New Jersey - Long Island,Cincinnati - Middletown,40.874572,-73.414456,39.08394,-85.043611,01_30_2023_07_25,01_30_2023_08_07
CAR,Holmes,NY,12531,Las Cruces,NM,88012,2000,COD/COP,2189,1,1930 ford 2 door coupe,Runs,ENCLOSED,2023-01-29,3725E - Broker Elwood 503-380-7566 call or text,Not specified,Total Care Trans,(816) 326-7290,nate@totalcaretrans.com,99.9,Poughkeepsie - Newburgh - Middletown,Las Cruces,41.531716,-73.674028,32.614135,-106.774444,01_30_2023_07_25,01_30_2023_08_07
CAR,Hartsdale,NY,10530,Austin,TX,73301,835,COD/COP,1778,1,2003 volvo c70,Runs,ENCLOSED,2023-01-30,10807423,Michael || 404-400-2852 || Ready to dispatch ||,USA Carship Inc,(404) 835-7997,info@usacarship.com,96.8,New York - Northern New Jersey - Long Island,Austin - Round Rock - San Marcos,41.018308,-73.812398,30.219702,-97.74726,01_30_2023_07_25,01_30_2023_08_07
CAR,GREAT NECK,NY,11021,TALLAHASSEE,FL,32317,1200,TWO_BUSINESS_DAYS,1118,1,2023 bmw m8 gran coupe,Runs,ENCLOSED,2023-01-30,BS91518,Not specified,Blue Star Auto Movers,(954) 717-9884,dtorres@bluestarautomovers.com,99.9,New York - Northern New Jersey - Long Island,Tallahassee,40.785804,-73.725505,30.467774,-84.126652,01_30_2023_07_25,01_30_2023_08_07
CAR,fresh meadows,NY,11365,temple city,CA,91780,1700,COD/COP,2794,1,2014 bmw m5,Runs,ENCLOSED,2023-01-31,30467879-cg,call or text mark-727 339-1910,Us Car-Go Freight Logistics LLC,(727) 350-7955,info@uscargofreight.com,99.5,New York - Northern New Jersey - Long Island,Los Angeles - Long Beach - Anaheim,40.739515,-73.794006,34.103091,-118.050886,01_30_2023_07_25,01_30_2023_08_07
CAR,fresh meadows,NY,11365,temple city,CA,91780,990,COD/COP,2794,1,2014 bmw m5,Runs,ENCLOSED,2023-01-30,30460533-ob,no comment,Ocean Blue Logistics,(302) 206-2686,info@oceanbluego.com,99.2,New York - Northern New Jersey - Long Island,Los Angeles - Long Beach - Anaheim,40.739515,-73.794006,34.103091,-118.050886,01_30_2023_07_25,01_30_2023_08_07
CAR,fresh meadows,NY,11365,temple city,CA,91780,1900,COD/COP,2794,1,2014 bmw m5,Runs,ENCLOSED,2023-01-29,30452818-ml,textcall 929 219-3080 p2p,Mate Logistics Inc,(929) 578-7828,info@matelogisticss.com,100.0,New York - Northern New Jersey - Long Island,Los Angeles - Long Beach - Anaheim,40.739515,-73.794006,34.103091,-118.050886,01_30_2023_07_25,01_30_2023_07_25
CAR,Fresh Meadows,NY,11365,Temple City,CA,91780,1950,COD/COP,2794,1,2014 bmw m5,Runs,ENCLOSED,2023-01-31,11187321,Signed contract. Private to private. Call/text: 6196300330.,"Mercury Auto Transport, Inc.1",(954) 239-2597,matt@mercuryautotransport.com,99.9,New York - Northern New Jersey - Long Island,Los Angeles - Long Beach - Anaheim,40.739515,-73.794006,34.103091,-118.050886,01_30_2023_07_25,01_30_2023_08_07
SUV,floral park,NY,11005,los angeles,CA,90077,1800,COD/COP,2829,1,2020 bentley bentayga,Runs,ENCLOSED,2023-01-27,30530448sf,call or text asap 610-871-5500,SAFE AUTO TRUCKING LLC,(610) 871-7777,safeautotruckingcd@gmail.com,100.0,New York - Northern New Jersey - Long Island,Los Angeles - Long Beach - Anaheim,40.754714,-73.713104,34.102676,-118.452472,01_30_2023_07_25,01_30_2023_08_07
CAR,Farmingdale,NY,11735,Tucson,AZ,85750,1700,COD/COP,2444,1,1970 jaguar xke,Runs,ENCLOSED,2023-01-29,62552,Please call or text 516-655-0940,Motorcar Classics LLC,(516) 655-0940,reid@motorcarclassics.com,98.5,New York - Northern New Jersey - Long Island,Tucson,40.73245,-73.433781,32.298749,-110.840616,01_30_2023_07_25,01_30_2023_08_07
CAR,farmingdale,NY,11735,westminster,CA,92683,1577,COD/COP,2836,1,2012 mclaren mp4-12c,Inop,ENCLOSED,2023-01-30,31532541-je,no comment,Elite Auto Shipping,(516) 559-5542 x5,serge@eliteautoshipping.com,99.6,New York - Northern New Jersey - Long Island,Los Angeles - Long Beach - Anaheim,40.73245,-73.433781,33.749095,-117.993666,01_30_2023_07_25,01_30_2023_08_07
CAR,Apalachin,NY,13732,Greenacres,WA,99016,2100,COD/COP,2472,1,1957 chevrolet bel air,Runs,ENCLOSED,2023-01-25,11125675,Not specified,"ShipYourCarNow, LLC",(917) 933-5723,cdfdtest@shipyourcarnow.com,99.5,Binghamton,Spokane,42.050608,-76.175479,47.631638,-117.138165,01_30_2023_07_25,01_30_2023_08_07
CAR,Amherst,NY,14228,Brooklyn,NY,11232,750,TWO_BUSINESS_DAYS,386,1,1979 porsche 911,Runs,ENCLOSED,2023-01-27,CA148525,2 Day Quick pay,AA Auto Transport,(858) 578-3336,infoaa@aa-auto.com,99.6,Buffalo - Niagara Falls,New York - Northern New Jersey - Long Island,43.038732,-78.778498,40.657236,-74.002868,01_30_2023_07_25,01_30_2023_07_54
SUV,albany,NY,12201,san francisco,CA,94109,2100,COD/COP,2937,1,2022 toyota rav4 prime,Runs,ENCLOSED,2023-02-05,1711042,"actual p/u in middlebury,vt 05753.",Montway LLC,(224) 220-0003,dispatch@montway.com,100.0,Albany - Schenectady - Troy,San Francisco - Oakland - Fremont,42.74521,-73.810345,37.796164,-122.420903,01_30_2023_07_25,01_30_2023_08_07
CAR,Albany,NY,12206,Saratoga Springs,NY,12866,300,COD/COP,32,1,2023 corvette zo6,Runs,ENCLOSED,2023-02-02,10928109,Please text with your best rate,ShipWit Global Inc,(847) 737-7562,admin@shipwit.com,99.8,Albany - Schenectady - Troy,Albany - Schenectady - Troy,42.676004,-73.792307,43.05036,-73.75394,01_30_2023_07_25,01_30_2023_08_07
CAR,Albuquerque,NM,87109,Manchester,NH,03109,2400,COD/COP,2262,1,1991 alfa romeo spyder,Runs,ENCLOSED,2023-02-11,11134452,must deliver after 2/19,AmeriFreight,(770) 574-4436,dispatchfax@amerifreight.net,99.9,Albuquerque,Manchester - Nashua,35.151192,-106.570022,42.969391,-71.404463,01_30_2023_07_25,01_30_2023_08_07
CAR,Albuquerque,NM,87123,Lake Havasu City,AZ,86403,300,COD/COP,539,1,1952 mg mgtd,Runs,ENCLOSED,2023-01-31,11141747,text or call 7722470225,Nationwide Transport Services LLC,(754) 732-0333,central@nationwidetransportservices.com,100.0,Albuquerque,Lake Havasu City - Kingman,35.064328,-106.471246,34.47537,-114.340188,01_30_2023_07_25,01_30_2023_08_07
CAR,albuquerque,NM,87123,lake havasu city,AZ,86403,350,COD/COP,539,1,1952 mg mgtd,Runs,ENCLOSED,2023-01-31,30457657-ug,call or text 786-788-0342,United Global Assets Inc,(786) 785-7009,mywaydhighway91@live.com,100.0,Albuquerque,Lake Havasu City - Kingman,35.064328,-106.471246,34.47537,-114.340188,01_30_2023_07_25,01_30_2023_08_07
CAR,albuquerque,NM,87109,fairburn,GA,30213,1000,COD/COP,1386,1,1975 chevrolet caprice classic,Inop,ENCLOSED,2023-02-03,144320,Not specified,SGT Auto Transport,(864) 546-5038,sgtautotransport@gmail.com,99.9,Albuquerque,Atlanta - Sandy Springs - Marietta,35.151192,-106.570022,33.578556,-84.601902,01_30_2023_07_25,01_30_2023_08_07
SUV,West New York,NJ,07093,Bellevue,WA,98004,2700,FIFTEEN_BUSINESS_DAYS,2836,1,2020 land rover range rover velar,Runs,ENCLOSED,2023-01-31,38563,HARDSIDE ONLY!,Beacon Shipping Logistics,(401) 525-0654,dispatch@bslusa.com,100.0,New York - Northern New Jersey - Long Island,Seattle - Tacoma - Bellevue,40.786482,-74.007782,47.617746,-122.210797,01_30_2023_07_25,01_30_2023_08_07
CAR,Trenton,NJ,08611,Saint Louis,MO,63134,1400,COD/COP,915,1,2008 kia rondo,Runs,ENCLOSED,2023-02-08,10815357,100lbs of pers items - QP,AmeriFreight,(770) 574-4436,dispatchfax@amerifreight.net,99.9,Trenton - Ewing,St. Louis,40.189898,-74.744894,38.743803,-90.341562,01_30_2023_07_25,01_30_2023_08_07
CAR,totowa,NJ,07511,hardeeville,SC,29927,600,COD/COP,798,1,1979 chevrolet corvette coupe,Runs,ENCLOSED,2023-02-06,3933301-at,ready feb 6th,Ultimate Transport 123,(888) 885-9123 x3,dispatch@ultimatetransport123.com,100.0,New York - Northern New Jersey - Long Island,Not specified,40.9169,-74.1723,32.251824,-81.021977,01_30_2023_07_25,01_30_2023_08_07
CAR,Toms River,NJ,08753,Montreal,QC,H1A 0A1,1200,THIRTY_BUSINESS_DAYS,443,1,2023 mclaren 720s,Runs,ENCLOSED,2023-01-26,11064144,Call Micole @ 786 259 0254,United Routes LLC,(866) 352-8180 x2,dispatch@unitedroutes.com,99.8,New York - Northern New Jersey - Long Island,Not specified,39.985751,-74.159522,45.652281,-73.501734,01_30_2023_07_25,01_30_2023_08_07
CAR,toms river,NJ,08753,escanaba,MI,49829,850,COD/COP,1071,1,1955 ford thunderbird,Runs,ENCLOSED,2023-01-27,30452453-ug,calltext 786-791-0353,United Global Assets Inc,(786) 785-7009,mywaydhighway91@live.com,100.0,New York - Northern New Jersey - Long Island,Not specified,39.985751,-74.159522,45.772712,-87.1814,01_30_2023_07_25,01_30_2023_08_07
CAR,Toms River,NJ,08753,Escanaba,MI,49829,700,IMMEDIATELY,1071,1,1955 ford thunderbird,Runs,ENCLOSED,2023-01-27,1436387,Call or text 305-615-5757,TMShipping LLC,(305) 615-5757,sales@tmshipping.com,100.0,New York - Northern New Jersey - Long Island,Not specified,39.985751,-74.159522,45.772712,-87.1814,01_30_2023_07_25,01_30_2023_07_50
CAR,south amboy,NJ,08879,seattle,WA,98102,2000,COD/COP,2897,1,2020 subaru forester cvt,Runs,ENCLOSED,2023-02-13,1378898,ach or net 20,Reindeer Logistics LLC,(800) 548-4020,stephen.mackay@reindeerauto.com,99.5,New York - Northern New Jersey - Long Island,Seattle - Tacoma - Bellevue,40.467406,-74.275836,47.635749,-122.324362,01_30_2023_07_25,01_30_2023_08_07
CAR,Randolph,NJ,07869,Plano,TX,75075,825,COD/COP,1534,1,2022 honda civic 4dr,Runs,ENCLOSED,2023-01-30,9230415,Richard (470) 560-3627 ||,USA Carship Inc,(404) 835-7997,info@usacarship.com,96.8,New York - Northern New Jersey - Long Island,Dallas - Fort Worth - Arlington,40.842115,-74.58229,33.019164,-96.7384,01_30_2023_07_25,01_30_2023_08_07
CAR,RAMSEY,NJ,07446,PAWLEYS ISLAND,SC,29585,700,TWO_BUSINESS_DAYS,723,1,2011 audi r8,Runs,ENCLOSED,2023-01-30,BS91548,Not specified,Blue Star Auto Movers,(954) 717-9884,dtorres@bluestarautomovers.com,99.9,New York - Northern New Jersey - Long Island,Not specified,41.060624,-74.144466,33.462706,-79.11481,01_30_2023_07_25,01_30_2023_08_07
CAR,Ramsey,NJ,07446,Lewisville,TX,75077,1400,COD/COP,1582,1,2022 bmw m5 cs,Runs,ENCLOSED,2023-01-31,11174374,Not specified,Safeway Car Transport LLC,(248) 670-6484,info@safewaycartransport.com,99.9,New York - Northern New Jersey - Long Island,Dallas - Fort Worth - Arlington,41.060624,-74.144466,33.078945,-97.077552,01_30_2023_07_25,01_30_2023_08_07
